"CNT"	"SUBNATIO"	"STRATUM"	"OECD"	"NC"	"SCHOOLID"	"SC01Q01"	"SC02Q01"	"SC02Q02"	"SC02Q03"	"SC02Q04"	"SC03Q01"	"SC04Q01"	"SC05Q01"	"SC07Q01"	"SC07Q02"	"SC09Q11"	"SC09Q12"	"SC09Q21"	"SC09Q22"	"SC09Q31"	"SC09Q32"	"SC10Q11"	"SC10Q12"	"SC10Q61"	"SC10Q62"	"SC10Q21"	"SC10Q22"	"SC10Q41"	"SC10Q42"	"SC10Q51"	"SC10Q52"	"SC11Q01"	"SC11Q02"	"SC11Q03"	"SC13Q01"	"SC13Q02"	"SC13Q03"	"SC14Q01"	"SC14Q02"	"SC14Q03"	"SC14Q04"	"SC14Q05"	"SC14Q06"	"SC14Q07"	"SC14Q08"	"SC14Q09"	"SC14Q10"	"SC14Q11"	"SC14Q12"	"SC14Q13"	"SC15Q01"	"SC15Q02"	"SC15Q03"	"SC15Q04"	"SC16Q01"	"SC16Q02"	"SC16Q03"	"SC16Q04"	"SC16Q05"	"SC16Q06"	"SC16Q07"	"SC16Q08"	"SC16Q09"	"SC16Q10"	"SC16Q11"	"SC18Q01"	"SC18Q02"	"SC18Q03"	"SC18Q04"	"SC18Q05"	"SC18Q06"	"SC18Q07"	"SC18Q08"	"SC19Q01"	"SC19Q02"	"SC20Q01"	"SC21Q05"	"SC22Q01"	"SC22Q02"	"SC22Q03"	"SC22Q04"	"SC22Q05"	"SC22Q06"	"SC22Q07"	"SC22Q08"	"SC22Q09"	"SC22Q10"	"SC22Q11"	"SC22Q12"	"SC22Q13"	"SC22Q14"	"SC22Q15"	"SC22Q16"	"SC22Q17"	"SC22Q18"	"SC22Q19"	"SC23Q01"	"SC24Q01"	"SC25Q01"	"SC25Q02"	"SC25Q03"	"SC25Q04"	"SC25Q05"	"SC25Q06"	"SC25Q07"	"SC25Q08"	"SC25Q09"	"SC25Q10"	"SC25Q11"	"SC25Q12"	"SC26Q01"	"SC26Q02"	"SC26Q03"	"SC26Q04"	"SC27Q01"	"SC27Q02"	"SC28Q01"	"SC28Q02"	"SC29Q01"	"SC29Q02"	"SC30Q01"	"SC30Q02"	"SC30Q03"	"SC30Q04"	"SC31Q01"	"SC31Q02"	"SC31Q03"	"SC31Q04"	"SC31Q05"	"SC31Q06"	"SC31Q07"	"SC32Q01"	"SC32Q03"	"SC32Q04"	"SC32Q05"	"SC32Q06"	"SC32Q07"	"SC32Q08"	"SC33Q01A"	"SC33Q01B"	"SC33Q01C"	"SC33Q01D"	"SC33Q01E"	"SC33Q02A"	"SC33Q02B"	"SC33Q02C"	"SC33Q02D"	"SC33Q02E"	"SC33Q03A"	"SC33Q03B"	"SC33Q03C"	"SC33Q03D"	"SC33Q03E"	"SC33Q04A"	"SC33Q04B"	"SC33Q04C"	"SC33Q04D"	"SC33Q04E"	"SC33Q05A"	"SC33Q05B"	"SC33Q05C"	"SC33Q05D"	"SC33Q05E"	"SC33Q06A"	"SC33Q06B"	"SC33Q06C"	"SC33Q06D"	"SC33Q06E"	"SC33Q07A"	"SC33Q07B"	"SC33Q07C"	"SC33Q07D"	"SC33Q07E"	"SC33Q08A"	"SC33Q08B"	"SC33Q08C"	"SC33Q08D"	"SC33Q08E"	"SC33Q09A"	"SC33Q09B"	"SC33Q09C"	"SC33Q09D"	"SC33Q09E"	"SC33Q10A"	"SC33Q10B"	"SC33Q10C"	"SC33Q10D"	"SC33Q10E"	"SC33Q11A"	"SC33Q11B"	"SC33Q11C"	"SC33Q11D"	"SC33Q11E"	"SC33Q12A"	"SC33Q12B"	"SC33Q12C"	"SC33Q12D"	"SC33Q12E"	"SC34Q01"	"SC34Q02"	"SC34Q03"	"SC34Q04"	"SC34Q05"	"SC34Q06"	"SC34Q07"	"SC34Q08"	"SC34Q09"	"SC34Q10"	"SC34Q11"	"SC34Q12"	"SC34Q13"	"SC34Q14"	"SC34Q15"	"SC34Q16"	"SC34Q17"	"SC34Q18"	"SC34Q19"	"SC34Q20"	"SC34Q22"	"SC35Q01"	"SC35Q02"	"SC39Q01"	"SC39Q02"	"SC39Q03"	"SC39Q05"	"SC39Q06"	"SC39Q07"	"SC39Q08"	"SC39Q09"	"SC39Q10"	"SC40Q01"	"SC40Q02"	"SC40Q03"	"SC44Q01"	"SC44Q02"	"SC44Q03"	"SC44Q04"	"SC44Q05"	"SC44Q06"	"SC47Q01"	"SC45Q01"	"SC46Q01"	"SC46Q02"	"SC46Q03"	"SC46Q05"	"SC46Q04"	"SC46Q06"	"SC46Q09"	"SC52Q01"	"SC46Q07"	"SC46Q08"	"SC52Q02"	"SC51Q01"	"SC51Q02"	"ABGMATH"	"ASSESS"	"CLSIZE"	"COMPWEB"	"CREACTIV"	"LEADCOM"	"LEADINST"	"LEADPD"	"LEADTCH"	"MACTIV"	"MATHEXC"	"PCGIRLS"	"PROPCERT"	"PROPMA5A"	"PROPMATH"	"PROPQUAL"	"RATCMP15"	"RESPCUR"	"RESPRES"	"SCHAUTON"	"SCHLTYPE"	"SCHSEL"	"SCHSIZE"	"SCMATBUI"	"SCMATEDU"	"SMRATIO"	"STRATIO"	"STUDCLIM"	"TCFOCST"	"TCHPARTI"	"TCMORALE"	"TCSHORT"	"TEACCLIM"	"W_FSCHWT"	"SENWGT_SCQ"	"VER_SCQ"
"AUS"	360000	"AUS0205"	1	3600	150	1	80	10	10	0	3	1	4	512	500	64	10	64	10	64	10	8	4	8	4	5	0	8	4	0	0	164	220	220	1	2	4	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	3	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	9	3	3	2	3	2	2	1	2	2	2	1	1	2	3	2	3	2	2	2	8	2	15	30	60	10	5	2	1	6	2	5	5	4	2	1	1	1	3	2	1	2	2	1	1	1	1	2	1	1	1	2	2	1	2	2	2	1	2	2	3	2	1	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	1	1	1	2	2	1	2	2	2	2	1	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6	4	6	6	5	6	6	6	6	6	5	4	6	1	6	4	3	4	3	4	5	10	60	1	1	1	1	1	2	1	2	1	2	2	1	1	1	1	2	1	1	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	3	8	28	1	2	0.7162	1.5109	1.7628	0.9477	2	9	0.494	1	0.5	0.145	1	1.341	-0.81	-0.46	-1.2805	3	2	1012	1.3052	1.976	101.2	14.667	-0.6182	-0.6748	-0.5646	0.8541	0.1524	-0.4382	2.4764	0.9847	"28NOV13"
"AUS"	360000	"AUS0204"	1	3600	151	2	82	17	1	0	5	1	3	0	1070	58	28	58	28	58	28	10	8	10	8	8	8	10	8	0	0	185	500	500	3	3	4	3	3	3	2	1	2	2	2	2	2	3	2	3	1	2	1	2	1	2	2	2	2	1	2	2	1	1	2	1	2	1	2	1	1	1	2	1	1	2	9	2	2	2	2	2	2	2	2	2	2	3	3	2	3	2	2	2	2	2	1.5	2	5	10	40	10	5	5	5	2	1	5	80	10	2	1	1	1	2	3	2	2	3	1	1	1	1	2	1	1	3	2	2	2	2	2	3	3	2	2	3	2	1	2	2	2	2	1	2	2	2	2	2	2	2	1	2	2	2	2	1	2	1	2	2	2	2	1	1	2	2	2	1	1	2	2	2	1	1	2	2	2	1	2	2	2	2	2	1	2	2	2	2	1	2	1	2	1	2	2	2	2	6	6	5	6	6	5	6	6	6	5	6	4	6	6	6	6	4	5	6	6	6	0	25	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	2	2	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	3	5	23	1	2	2.1016	1.5109	1.7628	0.9477	1	9	1	1	0.857	0.194	1	2.703	0.03	-0.02	0.3196	2	3	1070	-0.763	0.018	76.429	14.861	-0.1621	-0.6748	0.7801	0.8541	1.4526	-0.8958	2.9172	1.16	"28NOV13"
"AUS"	360000	"AUS0205"	1	3600	152	1	9998	9998	9998	9998	3	1	4	305	340	9999	9999	9999	9999	9999	9999	7	0	7	0	7	0	7	0	0	0	107	107	107	2	1	3	3	3	3	3	2	3	1	1	1	2	2	2	2	1	2	2	2	1	2	1	1	2	1	1	2	2	1	1	1	1	2	2	1	2	2	2	1	1	1	3	2	2	1	3	2	2	2	3	2	2	2	2	2	2	2	2	1	1	1	2	2	1	10	10	10	0	1	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	2	1	1	1	1	2	2	2	2	2	1	2	1	3	1	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	1	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6	6	6	6	5	6	4	4	9	9	9	9	9	9	9	9	9	9	9	9	9	0	0	1	1	1	1	2	1	1	1	2	2	2	1	1	1	1	1	1	1	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	3	3	28	1	1	2.2704	0.9289	-0.0912	9999	3	3	0.527	9999	1	9999	9999	1	-0.81	-0.7	-1.8123	3	2	645	-0.1662	0.224	92.143	9999	-0.3977	0.0095	-1.0488	-0.7371	1.7565	0.0647	3.9988	1.5901	"28NOV13"
"AUS"	360000	"AUS0206"	1	3600	153	2	48	52	0	0	5	1	3	712	554	79	28	79	28	79	28	9	1	9	1	7	1	9	1	0	0	150	150	150	3	3	3	2	2	2	2	3	1	1	1	2	2	2	1	2	2	2	1	3	1	1	2	1	2	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	9	1	1	2	2	2	2	3	2	2	2	3	2	2	2	2	2	2	2	1	2	1	2	5	65	8	0	5	0	5	1	1	2	0	1	1	1	1	2	3	2	3	2	2	1	1	1	2	2	1	2	3	3	3	4	2	2	1	1	3	1	1	1	2	2	2	2	1	2	2	2	2	2	2	2	1	2	2	2	2	1	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	2	2	1	2	2	2	2	1	2	5	3	5	6	3	6	5	3	5	3	6	2	4	3	3	2	3	4	4	3	2	10	100	1	2	1	1	1	1	1	2	1	2	2	1	1	1	1	2	1	1	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	2	8	23	1	3	0.7162	0.2753	0.1183	-0.0388	1	9	0.438	1	0.789	0.102	1	1	-0.81	-0.02	-0.3533	1	2	1266	0.1539	0.224	133.263	13.613	0.0882	-0.6748	-0.1437	1.4452	0.7093	-0.4382	3.3557	1.3344	"28NOV13"
"AUS"	360000	"AUS0308"	1	3600	154	1	92	5	0	3	5	1	4	480	380	49	15	49	15	49	15	10	5	10	5	9	5	10	5	0	0	165	650	650	3	2	4	1	1	1	1	1	1	1	9	9	9	9	9	9	2	2	2	1	1	1	1	2	2	1	1	9	9	9	9	1	1	1	1	1	1	1	9	1	1	1	4	2	2	3	2	2	2	1	2	2	2	2	2	3	3	1	3	2	1	1	1	1	10	15	15	30	15	3	1	5	3	2	10	0	2	2	2	2	1	3	1	3	3	9	1	1	1	2	1	1	2	1	3	2	3	2	2	2	2	2	3	2	1	2	2	2	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	2	1	2	2	2	2	1	2	2	2	1	2	2	2	2	6	6	5	5	6	6	4	4	6	4	6	2	5	5	5	4	5	5	4	2	2	0	100	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	2	7	28	1	2	1.4765	1.1806	0.3739	0.2118	2	1	0.442	1	0.92	0.221	1	3.939	1.44	-0.56	-0.3533	3	2	860	9999	1.4516	68.8	15.221	-0.1621	-0.6748	-0.5646	-0.7371	-1.0911	-0.4382	3.5721	1.4204	"28NOV13"
"AUS"	360000	"AUS0307"	1	3600	155	2	78	22	0	0	3	1	3	501	491	84	16	84	0	84	0	16	2	16	0	9	0	16	0	0	0	173	173	173	2	2	4	3	3	3	2	2	1	1	1	1	1	2	1	2	2	2	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	2	2	2	2	2	1	2	2	2	2	2	2	2	1	3	2	1	2	1	2	30	30	30	30	2	2	0	2	1	5	5	0	2	2	1	2	2	3	1	2	2	2	1	2	2	2	1	1	3	2	1	1	2	2	2	3	1	3	2	2	1	2	2	2	2	1	2	2	2	2	2	2	2	1	2	2	2	2	1	2	1	2	1	2	2	1	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6	5	2	2	4	5	4	4	5	5	5	4	4	4	5	3	3	2	4	5	4	10	65	1	2	1	1	2	1	1	2	2	1	2	1	1	1	1	1	1	1	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	2	8	23	1	3	-0.0958	0.493	-0.1263	0.6907	5	3	0.495	0.913	0.529	0.185	0.913	1	-0.81	-0.02	-1.0532	2	2	992	0.1539	1.1619	58.353	10.783	0.0882	0.0095	-1.0488	0.0826	1.4526	-0.2762	2.9706	1.1812	"28NOV13"
"AUS"	360000	"AUS0618"	1	3600	156	2	21	69	2	8	5	1	3	32	1349	108	30	108	30	104	29	11	2	1	2	9998	0	1	0	1	0	135	150	150	2	1	3	1	1	1	1	1	1	2	1	1	1	1	1	2	1	2	1	1	1	1	2	1	2	1	1	2	1	1	1	1	1	1	2	2	2	1	2	1	1	1	4	1	2	2	2	2	2	2	2	1	2	2	1	1	2	2	2	1	1	1	0	2	7	5	90	15	0	2	0	0	0	1	4	16	1	1	1	1	1	3	1	1	2	1	2	1	1	2	1	1	3	3	1	3	3	2	2	3	2	3	2	2	1	2	2	2	2	1	2	1	2	2	1	2	2	2	2	1	2	2	2	2	1	1	2	2	2	1	2	2	2	2	1	1	2	2	2	1	1	2	2	2	1	2	2	2	2	2	1	2	2	2	2	1	2	1	1	1	1	2	1	1	6	6	6	6	6	6	6	6	6	6	6	6	6	3	3	3	4	5	1	4	6	25	15	1	1	1	1	1	2	1	2	1	2	2	1	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	3	4	23	1	3	1.4765	2.1468	1.7628	2.258	2	1	0.977	1	9999	0.098	0.963	1.111	-0.43	2.71	1.6038	1	2	1381	0.5582	1.1619	115.083	11.228	0.0882	1.2831	1.2429	1.4452	-1.0911	0.6468	1.6826	0.6691	"28NOV13"
"AUS"	360000	"AUS0514"	1	3600	157	1	70	30	0	0	4	1	4	600	497	70	7	70	7	70	7	8	0	8	0	5	0	3	0	0	0	200	180	180	4	2	4	1	2	1	1	1	2	3	2	2	2	2	1	1	2	1	3	2	1	2	2	2	2	1	2	2	2	1	1	1	2	2	2	1	2	1	2	2	1	1	2	2	2	3	3	2	2	2	2	3	2	4	2	3	3	2	3	3	3	2	2	2	20	15	10	10	2	2	1	1	1	2	2	1	1	1	1	1	3	2	2	3	3	2	1	1	2	2	1	1	3	1	3	1	2	2	3	1	2	2	3	2	1	2	2	2	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	2	2	2	1	2	1	2	2	2	2	2	1	2	2	2	2	2	2	2	1	1	2	2	2	2	6	4	5	5	5	5	5	5	6	4	4	4	5	4	4	4	5	5	4	2	3	0	0	1	2	2	1	1	1	2	2	1	2	2	1	1	1	1	1	1	1	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	3	3	28	1	1	0.8948	0.9289	0.6627	0.2118	2	2	0.453	1	0.625	0.109	1	0.9	-0.81	-0.36	-0.6029	3	3	1097	0.5582	-0.1702	137.125	14.925	-0.6182	-1.7632	-1.0488	1.4452	-0.2817	-1.5763	1.2359	0.4914	"28NOV13"
"AUS"	360000	"AUS0618"	1	3600	158	2	54	44	0	2	5	1	3	405	418	80	29	80	29	80	29	8	2	8	2	6	1	4	1	0	0	119	280	280	1	1	1	1	1	1	2	2	1	1	3	3	2	1	1	2	2	2	1	2	1	1	2	2	1	1	1	2	1	1	1	1	1	1	2	2	1	1	2	1	1	2	9	2	1	2	2	2	2	2	2	2	2	2	2	2	3	2	4	2	2	3	0	1	5	90	10	90	5	1	1	1	0	0	0	1	3	3	2	2	2	2	2	3	3	2	2	1	1	2	1	1	2	1	2	1	2	1	1	2	2	3	1	3	1	2	2	2	2	1	2	1	2	2	2	2	1	2	2	2	2	1	2	2	1	2	1	2	2	1	1	1	2	2	2	1	2	2	2	2	1	2	1	2	1	2	2	2	2	2	1	2	2	2	2	1	2	1	1	2	1	2	2	2	2	3	3	6	5	4	1	3	3	6	4	4	1	3	1	3	3	3	4	1	1	12	100	1	1	1	1	2	1	1	1	2	2	1	1	1	1	1	1	2	2	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	2	5	23	1	3	0.3404	0.2753	-2.4248	0.6907	2	9	0.508	1	0.722	0.095	1	2.353	-0.43	1.69	1.6038	2	1	823	0.5582	-0.1702	91.444	8.709	0.0882	-1.2132	1.2429	-1.8308	-0.2817	-1.0394	2.0402	0.8113	"28NOV13"
"AUS"	360000	"AUS0616"	1	3600	159	2	70	26	2	2	5	1	3	855	847	99	21	99	21	99	21	11	3	11	3	11	3	11	3	0	0	201	201	201	5	5	5	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	1	3	1	1	1	1	2	1	2	2	1	1	1	1	2	1	2	2	2	1	2	2	1	1	4	1	1	1	3	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	4	1	60	80	70	80	10	10	0	3	0	40	40	40	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	3	3	1	3	3	3	3	3	3	3	1	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	1	2	2	1	2	1	2	2	1	1	2	2	2	2	1	2	2	2	1	2	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	6	4	4	6	6	6	6	6	6	5	4	4	5	4	3	3	3	3	6	5	3	0	100	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	2	3	23	1	3	0.8948	2.1468	1.0394	0.4499	2	1	0.498	1	1	0.114	1	1	1.44	2.71	1.6038	2	3	1702	1.3052	1.976	136.16	15.543	1.1879	2.1197	0.7801	1.4452	-1.0911	2.8533	1.1809	0.4696	"28NOV13"
"AUS"	360000	"AUS0205"	1	3600	160	1	90	10	0	0	5	1	4	528	506	67	13	67	13	67	13	10	2	9998	0	6	9998	4	0	0	0	177	150	150	2	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	1	1	2	2	1	2	1	1	2	2	1	1	1	1	2	1	1	2	1	1	1	1	2	9	1	1	1	2	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	0	1	3	3	0	0	0	0	0	0	0	0	1	1	1	1	2	2	1	1	1	1	2	1	2	2	1	1	2	2	2	1	3	3	2	1	1	1	1	2	1	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	1	2	2	1	2	1	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6	3	4	4	2	2	2	3	6	3	6	2	6	2	2	2	2	5	1	2	2	4	50	1	1	1	1	2	2	1	1	2	2	2	1	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	3	6	28	1	1	-0.0958	-1.2063	0.1183	-0.0388	1	9	0.489	1	0.545	0.15	1	0.847	-0.81	-0.53	-1.2805	3	3	1034	1.3052	1.976	94	14.068	1.1879	1.2831	-1.0488	1.4452	-1.0911	2.8533	2.5677	1.021	"28NOV13"
"AUS"	360000	"AUS0205"	1	3600	161	1	98	2	0	0	3	1	4	540	520	75	5	75	5	75	5	12	0	12	0	12	0	12	0	0	0	180	180	180	2	2	3	2	3	1	2	1	1	1	9	9	9	9	9	9	1	3	2	2	1	1	1	1	2	2	1	9	9	9	9	1	1	1	1	1	1	1	9	2	2	2	9	3	3	3	3	2	3	2	9	9	9	9	9	9	9	9	9	9	9	9	28	1	40	20	20	30	5	5	0	9999	9999	9999	9999	9999	2	2	2	2	3	1	2	4	3	9	2	2	1	1	1	1	2	3	3	3	3	1	2	1	2	2	3	9	1	1	1	2	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	1	2	2	1	2	1	1	2	2	2	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6	4	6	6	5	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	100	100	1	1	1	1	2	1	1	9	9	2	2	2	1	1	2	1	1	1	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	3	7	28	1	2	1.3852	1.0563	9999	9999	0	9	0.491	1	1	0.155	1	1	-0.81	-0.46	-1.2805	3	2	1060	9999	1.4516	88.333	13.677	-1.2688	-2.336	-0.1437	-0.7371	0.7093	9999	2.7563	1.096	"28NOV13"
"AUS"	360000	"AUS0102"	1	3600	162	1	9998	9998	9998	9998	4	2	4	788	817	92	12	92	12	92	12	47	0	39	0	8	0	0	0	0	0	108	108	108	2	3	4	2	2	2	2	2	2	2	3	2	2	2	2	2	1	3	2	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	9	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	1	2	55	5	100	0	10	1	10	1	1	5	1	2	2	2	2	2	3	2	2	2	2	1	1	1	1	1	1	3	3	3	2	3	2	2	2	2	3	3	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	1	2	2	1	2	1	2	2	2	2	1	1	2	1	2	1	1	2	1	2	1	2	2	1	2	1	1	2	2	2	2	2	2	2	1	1	1	1	2	2	6	5	5	5	6	6	6	6	6	6	6	6	6	5	5	4	4	5	6	6	6	2	42	1	1	1	1	1	1	1	1	1	2	2	2	1	1	2	2	1	1	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	3	8	28	1	3	1.2642	2.1468	1.7628	2.258	2	9	0.509	1	0.17	0.48	1	1	-0.62	-0.62	-0.6029	3	2	1605	-0.1662	-0.3482	34.149	16.378	-0.1621	0.0095	0.2924	-0.7371	0.7093	-0.4382	1	0.3976	"28NOV13"
"AUS"	360000	"AUS0514"	1	3600	163	1	93	4	0	3	5	1	3	687	559	90	22	90	22	90	22	20	6	20	4	15	4	20	9998	0	0	234	230	230	3	2	4	1	1	1	1	1	1	1	3	1	1	3	3	3	1	1	1	2	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	9	2	2	2	2	3	3	2	3	2	2	2	2	2	3	2	2	2	2	2	24	2	10	20	10	70	0	1	1	1	0	12	1	1	2	2	2	2	2	2	2	2	2	1	1	1	1	2	1	1	2	2	2	1	3	1	1	1	2	3	3	2	1	2	2	2	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	2	1	2	1	2	2	2	2	1	2	2	1	2	2	2	2	1	2	1	2	1	2	2	2	2	4	3	4	5	3	5	4	4	6	5	4	3	4	3	2	2	3	5	6	4	3	15	70	1	1	1	1	2	2	1	1	1	2	2	1	1	1	2	1	1	1	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	3	8	23	1	3	0.3404	0.2753	0.1183	0.2118	1	9	0.449	1	0.739	0.228	1	0.983	-0.43	-0.36	-0.3533	3	1	1246	-1.0894	0.7524	54.174	12.337	-0.8253	0.0095	-0.1437	-0.7371	-1.0911	-0.5953	1	0.3976	"28NOV13"
"AUS"	360000	"AUS0411"	1	3600	164	1	51	25	24	0	1	3	4	388	397	57	4	57	4	0	0	13	1	13	1	1	0	12	1	0	0	160	203	203	3	2	2	3	4	4	4	1	1	1	1	2	2	4	1	3	2	2	2	2	1	1	2	1	2	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	3	2	2	2	3	2	2	2	2	2	1	1	1	2	2	1	1	1	1	1	3	2	5	28	6	24	0	1	1	2	1	1	1	1	2	2	2	1	1	2	1	3	1	1	1	1	1	1	1	1	1	1	2	1	2	3	3	1	3	1	1	1	1	2	2	1	2	1	2	2	2	2	2	2	2	1	2	2	2	2	1	2	1	2	2	2	2	1	2	2	2	2	1	1	1	1	2	1	1	2	1	2	1	2	2	1	2	1	1	2	2	2	2	2	2	1	1	1	2	2	1	1	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	14	50	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	2	7	28	1	3	2.8406	2.1468	1.7628	2.258	3	3	0.506	1	0.074	0.229	0	1.269	-0.81	-0.23	-0.0586	3	3	785	-0.763	0.7524	58.148	13.305	-0.3977	0.702	-0.1437	0.0826	2.8786	1.145	2.6874	1.0686	"28NOV13"
"AUS"	360000	"AUS0514"	1	3600	165	1	85	15	0	0	5	1	3	641	518	78	13	78	13	78	13	17	0	17	0	17	0	17	0	0	0	243	243	243	2	3	3	1	1	1	1	1	1	1	1	3	2	3	1	3	1	2	3	1	1	1	2	1	2	1	1	2	1	1	1	1	1	2	1	1	1	1	2	1	1	2	9	2	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	1	1	2	2	5	10	10	40	1	7	0	7	1	1	0	5	1	1	1	1	2	2	2	2	3	2	1	1	1	2	1	1	4	3	2	2	3	3	3	3	3	3	3	2	1	2	2	2	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	1	1	1	2	2	1	1	1	2	2	1	1	1	1	2	1	1	2	2	2	1	2	2	2	2	1	1	2	2	2	2	1	2	1	2	1	1	2	1	2	6	5	6	6	6	6	5	6	6	5	6	5	6	5	5	5	5	4	6	5	6	10	40	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	2	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	3	6	23	1	3	1.7359	2.1468	1.0394	1.238	1	9	0.447	1	1	0.201	1	1	-0.43	-0.36	-0.0586	3	3	1159	-0.4622	0.4606	68.176	13.716	1.5235	-0.6748	1.6345	1.4452	-1.0911	-0.1089	1.3482	0.5361	"28NOV13"
