"CNT"	"SUBNATIO"	"STRATUM"	"OECD"	"NC"	"SCHOOLID"	"SC01Q01"	"SC02Q01"	"SC02Q02"	"SC02Q03"	"SC02Q04"	"SC03Q01"	"SC04Q01"	"SC05Q01"	"SC07Q01"	"SC07Q02"	"SC09Q11"	"SC09Q12"	"SC09Q21"	"SC09Q22"	"SC09Q31"	"SC09Q32"	"SC10Q11"	"SC10Q12"	"SC10Q61"	"SC10Q62"	"SC10Q21"	"SC10Q22"	"SC10Q41"	"SC10Q42"	"SC10Q51"	"SC10Q52"	"SC11Q01"	"SC11Q02"	"SC11Q03"	"SC13Q01"	"SC13Q02"	"SC13Q03"	"SC14Q01"	"SC14Q02"	"SC14Q03"	"SC14Q04"	"SC14Q05"	"SC14Q06"	"SC14Q07"	"SC14Q08"	"SC14Q09"	"SC14Q10"	"SC14Q11"	"SC14Q12"	"SC14Q13"	"SC15Q01"	"SC15Q02"	"SC15Q03"	"SC15Q04"	"SC16Q01"	"SC16Q02"	"SC16Q03"	"SC16Q04"	"SC16Q05"	"SC16Q06"	"SC16Q07"	"SC16Q08"	"SC16Q09"	"SC16Q10"	"SC16Q11"	"SC18Q01"	"SC18Q02"	"SC18Q03"	"SC18Q04"	"SC18Q05"	"SC18Q06"	"SC18Q07"	"SC18Q08"	"SC19Q01"	"SC19Q02"	"SC20Q01"	"SC21Q05"	"SC22Q01"	"SC22Q02"	"SC22Q03"	"SC22Q04"	"SC22Q05"	"SC22Q06"	"SC22Q07"	"SC22Q08"	"SC22Q09"	"SC22Q10"	"SC22Q11"	"SC22Q12"	"SC22Q13"	"SC22Q14"	"SC22Q15"	"SC22Q16"	"SC22Q17"	"SC22Q18"	"SC22Q19"	"SC23Q01"	"SC24Q01"	"SC25Q01"	"SC25Q02"	"SC25Q03"	"SC25Q04"	"SC25Q05"	"SC25Q06"	"SC25Q07"	"SC25Q08"	"SC25Q09"	"SC25Q10"	"SC25Q11"	"SC25Q12"	"SC26Q01"	"SC26Q02"	"SC26Q03"	"SC26Q04"	"SC27Q01"	"SC27Q02"	"SC28Q01"	"SC28Q02"	"SC29Q01"	"SC29Q02"	"SC30Q01"	"SC30Q02"	"SC30Q03"	"SC30Q04"	"SC31Q01"	"SC31Q02"	"SC31Q03"	"SC31Q04"	"SC31Q05"	"SC31Q06"	"SC31Q07"	"SC32Q01"	"SC32Q03"	"SC32Q04"	"SC32Q05"	"SC32Q06"	"SC32Q07"	"SC32Q08"	"SC33Q01A"	"SC33Q01B"	"SC33Q01C"	"SC33Q01D"	"SC33Q01E"	"SC33Q02A"	"SC33Q02B"	"SC33Q02C"	"SC33Q02D"	"SC33Q02E"	"SC33Q03A"	"SC33Q03B"	"SC33Q03C"	"SC33Q03D"	"SC33Q03E"	"SC33Q04A"	"SC33Q04B"	"SC33Q04C"	"SC33Q04D"	"SC33Q04E"	"SC33Q05A"	"SC33Q05B"	"SC33Q05C"	"SC33Q05D"	"SC33Q05E"	"SC33Q06A"	"SC33Q06B"	"SC33Q06C"	"SC33Q06D"	"SC33Q06E"	"SC33Q07A"	"SC33Q07B"	"SC33Q07C"	"SC33Q07D"	"SC33Q07E"	"SC33Q08A"	"SC33Q08B"	"SC33Q08C"	"SC33Q08D"	"SC33Q08E"	"SC33Q09A"	"SC33Q09B"	"SC33Q09C"	"SC33Q09D"	"SC33Q09E"	"SC33Q10A"	"SC33Q10B"	"SC33Q10C"	"SC33Q10D"	"SC33Q10E"	"SC33Q11A"	"SC33Q11B"	"SC33Q11C"	"SC33Q11D"	"SC33Q11E"	"SC33Q12A"	"SC33Q12B"	"SC33Q12C"	"SC33Q12D"	"SC33Q12E"	"SC34Q01"	"SC34Q02"	"SC34Q03"	"SC34Q04"	"SC34Q05"	"SC34Q06"	"SC34Q07"	"SC34Q08"	"SC34Q09"	"SC34Q10"	"SC34Q11"	"SC34Q12"	"SC34Q13"	"SC34Q14"	"SC34Q15"	"SC34Q16"	"SC34Q17"	"SC34Q18"	"SC34Q19"	"SC34Q20"	"SC34Q22"	"SC35Q01"	"SC35Q02"	"SC39Q01"	"SC39Q02"	"SC39Q03"	"SC39Q05"	"SC39Q06"	"SC39Q07"	"SC39Q08"	"SC39Q09"	"SC39Q10"	"SC40Q01"	"SC40Q02"	"SC40Q03"	"SC44Q01"	"SC44Q02"	"SC44Q03"	"SC44Q04"	"SC44Q05"	"SC44Q06"	"SC47Q01"	"SC45Q01"	"SC46Q01"	"SC46Q02"	"SC46Q03"	"SC46Q05"	"SC46Q04"	"SC46Q06"	"SC46Q09"	"SC52Q01"	"SC46Q07"	"SC46Q08"	"SC52Q02"	"SC51Q01"	"SC51Q02"	"ABGMATH"	"ASSESS"	"CLSIZE"	"COMPWEB"	"CREACTIV"	"LEADCOM"	"LEADINST"	"LEADPD"	"LEADTCH"	"MACTIV"	"MATHEXC"	"PCGIRLS"	"PROPCERT"	"PROPMA5A"	"PROPMATH"	"PROPQUAL"	"RATCMP15"	"RESPCUR"	"RESPRES"	"SCHAUTON"	"SCHLTYPE"	"SCHSEL"	"SCHSIZE"	"SCMATBUI"	"SCMATEDU"	"SMRATIO"	"STRATIO"	"STUDCLIM"	"TCFOCST"	"TCHPARTI"	"TCMORALE"	"TCSHORT"	"TEACCLIM"	"W_FSCHWT"	"SENWGT_SCQ"	"VER_SCQ"
"AUS"	360000	"AUS0205"	1	3600	468	1	29	71	0	0	5	1	4	384	661	68	5	68	5	68	5	6	1	9998	9998	6	1	6	1	0	0	149	220	220	3	3	3	1	1	1	1	2	1	1	1	1	1	3	2	3	1	2	1	2	1	1	1	1	1	1	2	2	1	1	1	1	1	2	2	1	2	1	2	1	1	1	3	3	3	3	2	2	2	2	2	1	2	1	2	1	2	1	2	2	2	2	2	1	60	60	40	20	40	5	0	5	0	30	60	0	2	2	2	2	2	2	1	2	2	1	1	1	2	2	1	1	3	2	3	2	3	1	2	1	1	2	2	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	1	2	2	2	2	1	1	2	2	2	1	1	2	2	2	1	2	2	1	2	2	1	2	2	2	2	1	2	1	2	1	1	2	2	2	4	3	3	3	3	4	3	3	5	4	4	4	4	3	4	3	3	3	2	3	3	2	2	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	3	4	28	1	3	-0.3532	-0.2137	-0.3717	0.2118	4	3	0.633	1	1	0.092	1	1.477	0.03	-0.7	-0.6029	3	2	1045	-0.763	1.1619	160.769	14.823	-0.8253	0.0095	0.7801	-0.7371	-1.0911	0.2464	3.6138	1.437	"28NOV13"
"AUS"	360000	"AUS0720"	1	3600	469	1	93	5	2	0	1	3	2	197	177	19	16	19	16	19	15	5	9999	5	9999	1	9999	5	9999	0	9999	42	42	42	4	2	3	1	1	1	1	2	2	1	9	9	9	9	9	9	2	2	2	2	1	1	1	2	2	2	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	2	9	1	2	3	3	2	2	1	2	2	1	2	2	1	2	2	3	2	1	2	40	2	20	50	30	50	10	10	0	9999	9999	9999	9999	9999	2	2	1	2	3	2	2	2	3	2	1	1	1	2	1	1	2	1	2	2	2	1	1	1	2	1	3	1	1	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	1	2	2	2	2	1	2	2	2	2	2	1	2	2	2	2	2	2	1	2	1	2	2	2	2	2	1	2	2	2	2	2	2	2	1	2	1	2	2	2	6	5	5	5	5	5	4	4	5	4	5	4	4	4	4	5	4	1	4	4	4	75	100	1	1	1	1	2	2	1	1	1	2	2	1	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	2	7	18	1	3	1.0746	0.7066	-0.1263	0.4499	0	9	0.473	1	0.2	0.185	0.981	1	-0.81	-0.46	-0.6029	3	1	374	9999	0.1824	74.8	13.852	-0.1621	-1.2132	-0.1437	0.0826	-1.0911	-0.1089	1	0.3976	"28NOV13"
"AUS"	360000	"AUS0411"	1	3600	470	1	88.07	11.9	0.03	0	3	1	3	433	432	60	10	60	0	60	0	1	9998	0	14	0	0	0	10	0	0	197	197	197	3	2	3	2	2	2	3	3	3	1	2	2	2	3	4	3	2	2	1	3	1	1	1	1	2	1	1	2	1	1	1	1	1	1	2	1	2	1	2	2	2	1	3	3	3	3	2	3	3	2	2	2	2	3	1	2	3	2	2	1	2	2	6.8	2	1	50	1	50	0	2	0	1	1	0.01	0.01	1	2	2	2	1	2	3	2	2	2	2	1	2	1	2	1	1	3	3	1	1	1	1	1	1	2	1	1	1	1	2	2	2	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	1	2	2	2	2	1	1	2	2	2	1	1	2	2	2	1	1	2	2	2	2	2	2	2	2	2	1	2	2	2	2	1	2	1	2	1	1	2	1	2	5	2	3	4	4	3	2	4	6	5	5	2	1	5	3	2	4	4	1	1	2	20	100	1	1	1	1	1	1	1	2	1	2	2	1	1	1	1	1	3	1	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	2	5	23	1	3	0.1329	0.0432	-1.1508	0.2118	3	3	0.499	0.923	0	0.015	0.923	1	-0.43	-0.36	-0.3533	3	1	865	-1.4636	-0.3482	865	13.308	-1.2067	0.0095	1.2429	0.0826	0.9454	-0.4382	2.2772	0.9055	"28NOV13"
"AUS"	360000	"AUS0617"	1	3600	471	1	80	20	0	0	5	1	4	717	726	80	36	80	36	80	36	11	4	11	4	11	4	11	4	0	0	147	300	300	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	1	1	1	1	2	1	1	2	2	1	2	1	1	1	1	1	1	1	1	1	1	2	9	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	5	1	10	10	10	10	2	1	1	0	1	2	5	0	2	1	1	1	2	2	1	1	2	1	1	1	1	2	1	1	2	2	2	1	2	1	1	1	1	1	1	1	1	2	2	2	2	1	2	2	1	2	2	2	2	1	2	2	2	2	1	2	1	2	1	2	2	1	2	2	2	2	1	1	2	1	2	1	1	2	1	2	1	2	2	1	2	2	1	2	2	2	2	1	2	1	2	1	1	2	1	1	5	4	5	5	4	5	5	4	6	5	5	5	5	4	5	4	3	4	2	4	2	5	15	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	2	8	28	1	2	0.8948	0.493	0.6627	0.9477	1	9	0.503	1	1	0.133	1	2.041	-0.67	-0.23	0.3196	3	1	1443	1.3052	1.976	111	14.724	-0.1621	0.702	0.7801	0.8541	-1.0911	-0.5953	1	0.3976	"28NOV13"
"AUS"	360000	"AUS0617"	1	3600	472	1	95	4	1	0	4	1	4	604	637	60	25	60	25	60	25	9	4	9	4	9	4	9	4	0	0	151	151	151	1	2	2	3	1	1	3	1	3	3	3	3	3	3	2	2	2	2	1	2	1	2	2	1	2	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	2	2	2	2	2	2	3	3	3	3	2	2	3	2	3	2	2	2	1	1	60	15	5	20	1	3	0	0.05	0.05	1	1	1	2	2	2	1	2	2	1	2	4	4	1	1	2	2	1	1	1	1	1	1	1	1	1	1	2	2	3	2	1	2	2	2	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6	4	3	5	4	4	5	4	6	5	4	3	5	4	4	4	4	5	5	4	5	0	100	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	3	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	2	8	28	1	2	0.5331	0.2753	0.6627	0.2118	3	3	0.513	1	1	0.152	1	1	-0.81	-0.56	-1.5265	3	1	1241	-0.4622	-0.87	112.818	17.117	-0.3977	-1.2132	-1.8472	0.0826	0.7093	-1.1788	1.102	0.4382	"28NOV13"
"AUS"	360000	"AUS0720"	1	3600	473	1	95	3	2	0	3	2	3	102	107	13	1	8	1	13	1	1	0	1	0	0	0	1	0	0	0	78	24	24	2	1	4	3	4	3	4	3	3	3	2	3	4	3	4	1	3	2	2	2	2	2	1	2	2	2	2	2	1	1	1	1	2	2	1	1	2	1	1	2	1	2	3	4	4	4	4	4	4	3	3	4	3	3	1	4	4	3	4	2	2	3	80	3	4	60	2	52	0	0	0	0	0	1	3	0	4	2	2	2	2	2	2	2	2	3	2	2	1	2	1	1	2	1	3	3	3	1	1	1	2	1	3	1	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	1	2	2	2	2	1	2	2	2	2	2	1	2	2	2	1	2	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	6	6	5	6	6	6	5	5	6	5	5	5	6	5	6	5	4	4	6	6	6	0	65	1	1	1	1	2	2	2	1	1	2	2	1	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	2	5	23	1	1	1.7359	1.5109	1.0394	0.9477	2	3	0.512	0.63	0	0.074	1	0.308	1.44	-0.7	-0.6029	3	1	209	-0.763	-1.2473	209	15.481	-2.8758	0.0095	0.2924	-1.8308	2.4536	-1.9583	1	0.3976	"28NOV13"
"AUS"	360000	"AUS0308"	1	3600	474	1	80	10	10	0	1	1	3	330	320	46	6	46	6	46	6	6	3	6	3	5	3	6	3	0	0	140	180	180	2	2	3	1	1	1	3	2	1	1	2	1	1	3	2	2	2	1	1	3	1	2	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	3	2	2	2	3	2	2	2	2	2	2	3	2	3	3	2	3	2	2	2	5	2	10	20	10	20	5	5	0	5	2	5	15	15	2	2	2	2	2	3	2	3	3	2	1	1	1	2	1	1	2	2	3	2	3	1	1	1	1	2	2	2	1	2	2	2	2	1	2	2	1	2	2	2	2	1	2	1	2	2	1	2	1	2	1	1	2	1	2	1	2	2	1	1	2	2	2	1	1	2	1	2	1	2	2	2	2	2	1	2	2	2	2	1	2	1	2	1	2	2	2	2	4	4	5	5	5	5	5	4	5	4	5	2	5	4	4	2	3	3	5	4	2	2	10	1	1	1	1	1	2	1	1	1	1	2	1	1	1	2	2	2	2	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	3	8	23	1	2	0.8948	0.7066	0.3739	-0.0388	3	3	0.492	1	0.867	0.153	1	1.286	-0.43	-0.26	0.8184	3	1	650	-0.4622	0.7524	86.667	13.265	-0.3977	-1.2132	0.2924	-0.7371	0.1524	-1.0394	3.8157	1.5173	"28NOV13"
"AUS"	360000	"AUS0205"	1	3600	475	1	100	0	0	0	3	1	4	425	425	60	7	60	7	60	7	7	2	7	2	6	1	0	0	0	0	150	150	150	4	5	5	2	3	1	3	1	1	1	1	1	1	3	3	3	1	1	1	3	1	2	2	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	2	9	2	2	2	3	3	3	2	3	1	3	3	1	3	3	3	4	2	2	2	2	3	15	10	15	10	0	0	0	0	0	1	1	0	2	2	1	1	4	1	1	3	4	1	1	2	1	2	1	1	2	2	2	1	2	3	3	1	2	2	3	2	1	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	1	2	2	2	2	1	2	2	2	2	1	2	2	1	2	1	1	2	2	2	1	1	2	2	2	2	1	2	2	2	2	1	2	2	2	1	1	2	1	2	6	6	6	6	5	6	6	6	6	6	6	6	6	6	6	4	5	5	5	5	6	10	100	1	1	1	1	1	1	1	1	1	2	2	1	1	1	2	1	3	1	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	3	7	28	1	2	2.8406	1.5109	1.7628	2.258	1	9	0.5	1	0.813	0.126	1	1	0.03	-0.46	-0.0586	3	3	850	-1.0894	1.976	106.25	13.386	-1.0211	-2.9262	0.7801	0.4686	0.9454	-1.1788	2.8038	1.1149	"28NOV13"
"AUS"	360000	"AUS0514"	1	3600	476	1	95	5	0	0	4	1	4	613	588	81	6	81	6	81	6	12	1	12	1	11	1	12	1	0	0	252	1000	1000	2	2	3	1	1	1	2	3	2	2	3	3	3	2	1	2	1	2	2	1	1	2	1	2	2	1	1	2	1	1	1	1	1	2	1	1	1	1	2	2	2	1	4	2	2	2	3	2	2	1	2	2	3	3	3	1	3	2	3	2	2	2	3	1	5	5	10	5	0	5	1	2	0	2	2	0	2	2	2	1	2	2	1	2	2	1	1	2	2	2	1	1	2	2	2	2	2	3	2	2	2	3	3	2	1	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	1	2	1	2	2	1	2	1	2	2	1	1	1	2	2	1	1	1	1	2	1	1	2	2	2	2	1	2	2	2	1	1	2	1	2	1	1	2	2	2	6	2	4	5	3	6	3	3	4	4	4	4	5	4	3	2	2	4	1	1	2	0	0	1	1	1	1	1	1	1	2	1	2	2	1	1	1	1	1	2	2	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	3	6	28	1	2	0.3404	0.2753	-0.3717	0.2118	2	1	0.49	1	0.92	0.149	1	3.968	-0.43	-0.46	-0.0586	3	3	1201	0.1539	-0.87	96.08	14.298	-0.1621	0.0095	1.2429	0.0826	-0.2817	-1.0394	1	0.3976	"28NOV13"
"AUS"	360000	"AUS0308"	1	3600	477	1	86	14	0	0	1	1	3	239	186	32	3	32	3	32	3	7	0	9998	0	3	0	3	0	0	0	85	170	170	3	2	4	2	3	2	3	1	1	1	1	2	1	1	3	1	2	1	2	2	1	2	1	2	2	2	2	2	2	1	1	1	1	1	1	1	2	1	2	1	1	1	3	3	2	2	3	2	3	1	2	3	3	4	2	3	3	3	3	2	2	3	4	2	30	30	30	30	10	5	0	5	0	2	0	0	1	2	1	1	2	2	2	2	2	2	1	1	1	2	1	1	4	4	3	3	3	2	2	1	2	2	3	1	1	2	2	2	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	1	2	1	2	2	1	2	1	1	2	1	1	1	1	2	1	2	2	2	2	2	1	2	2	2	2	1	2	1	2	1	1	2	2	2	6	5	6	6	6	5	4	3	5	6	6	3	4	2	3	3	5	1	6	5	4	20	100	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	2	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	3	6	23	1	1	1.0746	0.7066	-0.1263	0.9477	2	3	0.438	1	0.429	0.209	1	2	-0.43	-0.56	-0.3533	3	2	425	0.1539	1.1619	60.714	12.687	-0.6182	0.0095	0.2924	0.8541	1.1868	-1.7041	6.3756	2.5352	"28NOV13"
"AUS"	360000	"AUS0513"	1	3600	478	2	55	39	6	0	5	1	3	0	1148	64	28	64	28	64	28	10	0	10	0	6	0	10	0	0	0	138	138	138	1	1	1	2	2	2	2	1	1	1	1	1	1	2	1	1	3	2	3	1	1	1	1	2	2	1	1	2	1	1	1	1	2	2	2	1	2	1	2	1	1	2	9	3	2	3	2	1	1	1	2	1	2	2	2	1	2	2	2	2	2	1	2	3	5	5	70	5	0	1	0	1	1	0	1	4	1	1	1	1	2	2	1	3	1	1	1	1	2	2	1	1	3	2	3	3	3	2	1	3	2	3	1	2	1	2	2	2	2	1	2	2	2	2	2	2	2	1	2	2	2	2	1	2	2	2	1	2	2	1	2	2	2	2	1	2	2	2	2	1	1	2	2	2	1	1	2	2	2	2	1	2	2	2	1	1	2	1	1	1	1	2	2	2	6	3	3	4	4	5	3	5	5	4	6	4	4	4	6	5	4	4	1	2	3	20	10	1	1	1	1	1	1	1	2	1	2	2	1	1	1	1	1	1	1	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	2	3	23	1	3	0.1329	0.7066	-0.3717	0.6907	1	9	1	1	0.6	0.128	1	1	0.03	-0.19	0.3196	2	2	1148	0.5582	1.976	114.8	14.718	0.0882	0.0095	0.7801	1.4452	0.7093	0.0647	1.9061	0.758	"28NOV13"
"AUS"	360000	"AUS0308"	1	3600	479	1	88	4	1	7	4	1	3	653	536	71	25	71	25	71	25	17	3	17	3	10	1	17	3	0	0	209	209	209	3	3	3	1	2	1	2	1	1	1	1	1	1	1	1	1	2	2	1	3	1	2	1	1	2	1	2	2	1	1	1	1	2	1	2	2	2	1	1	2	1	2	1	1	2	2	1	1	2	1	2	2	1	2	1	1	2	1	1	1	2	1	3	1	10	25	10	25	0	0	0	0	0	1	2	1	2	2	1	1	2	1	1	1	2	2	2	2	2	2	1	1	1	1	2	1	1	3	2	1	2	3	3	1	1	2	2	2	2	1	2	2	2	2	2	2	2	1	2	2	2	2	1	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	2	1	2	2	2	2	1	2	2	2	1	2	2	2	2	6	2	4	3	3	4	4	2	5	5	3	2	9	4	2	2	3	4	1	1	2	2	50	1	2	1	2	1	2	1	2	1	2	2	1	1	1	2	1	2	1	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	2	4	23	1	2	-0.0958	-0.5037	-0.0333	-0.3206	2	2	0.451	1	0.568	0.222	1	1	1.44	-0.02	0.3196	3	3	1189	1.3052	1.976	64.27	14.24	0.8936	0.702	-0.5646	0.4686	0.1524	0.8778	2.4215	0.9629	"28NOV13"
"AUS"	360000	"AUS0205"	1	3600	480	1	95	4	1	0	3	1	4	541	560	73	2	73	2	73	2	10	0	10	0	10	0	10	0	0	0	196	256	256	2	2	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	3	2	1	1	2	2	1	2	2	2	1	1	1	1	1	1	1	1	1	1	2	1	2	9	2	2	2	3	2	2	2	2	1	1	2	2	1	2	2	3	2	1	1	5	1	2	20	10	20	4	4	0	1	1	4	4	2	2	2	1	1	3	2	1	3	2	2	1	2	2	2	1	1	1	1	1	1	1	3	3	1	2	3	3	2	1	2	2	2	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	2	1	2	2	2	1	2	2	2	2	2	1	2	2	2	2	1	2	2	2	1	2	2	2	2	6	3	3	3	5	5	3	4	6	6	6	5	4	1	4	3	4	2	4	4	2	3	20	1	1	1	1	2	1	1	2	1	2	1	1	1	1	1	1	1	1	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	3	8	28	1	1	-0.9829	0.7066	-0.1263	1.6033	1	9	0.509	1	1	0.135	1	1.306	1.44	-0.36	-0.0586	3	3	1101	1.3052	1.976	110.1	14.878	-0.3977	-1.2132	-0.1437	0.4686	-1.0911	0.2464	2.5278	1.0052	"28NOV13"
"AUS"	360000	"AUS0412"	1	3600	481	2	92	2	6	0	3	3	1	38	77	7	5	6	2	6	0	2	1	2	1	0	0	2	1	0	0	34	113	113	4	4	4	1	3	2	4	2	2	3	4	4	3	1	1	1	1	2	2	2	2	2	1	1	2	2	2	2	1	1	1	1	1	1	2	1	1	1	2	2	2	2	4	4	4	4	4	4	4	4	4	2	3	4	2	2	3	3	3	2	2	3	42	2	1	35	5	40	5	2	0	0	1	5	0	0	2	2	2	2	2	3	2	1	2	1	7	7	7	7	1	1	4	3	4	4	4	2	3	2	3	2	1	3	1	2	2	2	2	1	2	2	2	2	2	2	1	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	1	2	2	2	2	1	2	2	2	1	2	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	4	4	4	4	4	6	5	6	6	5	5	4	4	4	4	4	4	4	4	4	3	25	25	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	3	6	13	1	1	0.5331	1.1806	0.3739	0.6907	1	1	0.67	0.737	0	0.263	0.632	3.324	1.44	2.2	1.6038	2	3	115	1.3052	-1.2473	46	12.105	-4.0085	0.702	0.7801	-0.7371	1.1868	-1.4467	17.3348	6.8931	"28NOV13"
"AUS"	360000	"AUS0410"	1	3600	482	2	45.9	42.5	8.5	3.1	4	1	4	1591	0	117	7	117	7	117	7	16	2	16	2	5	2	16	2	0	0	252	800	800	3	2	5	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	2	2	2	2	2	2	2	2	2	2	2	3	1	2	2	2	2	2	2	1.2	1	10	10	10	10	2	4	0	5	1	2	5	17	1	1	1	1	2	2	2	2	2	2	2	1	1	2	1	1	1	3	1	1	1	2	2	2	2	2	2	2	1	2	2	2	2	1	2	2	2	2	2	2	2	1	2	2	2	2	1	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	2	1	2	2	2	2	2	2	1	2	1	2	2	2	2	6	2	3	3	2	6	6	6	6	4	4	3	6	5	5	3	3	5	1	1	2	0.8	100	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	3	8	28	1	3	-0.0958	0.7066	1.7628	-0.0388	4	1	0	1	0.353	0.141	1	3.175	-0.25	-0.02	-0.0586	1	2	1591	1.3052	1.1619	93.588	13.203	-0.1621	0.0095	-1.0488	1.4452	-1.0911	-0.4382	2.0385	0.8106	"28NOV13"
"AUS"	360000	"AUS0204"	1	3600	483	2	85	15	0	0	4	1	4	480	462	73	9	73	9	73	9	10	4	10	4	8	4	10	4	0	0	170	170	170	2	2	2	1	1	1	1	1	1	1	2	1	1	2	1	3	2	1	1	3	1	1	1	1	1	1	1	2	1	1	1	1	2	1	2	2	2	1	2	2	1	1	3	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	10	5	5	5	1	2	1	2	1	1	1	5	1	1	1	1	3	2	2	2	2	2	2	1	1	2	1	1	2	2	3	2	2	1	3	3	1	3	3	2	1	1	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	1	2	1	2	2	2	2	1	1	2	2	2	1	1	2	2	2	1	1	2	1	2	1	2	2	2	2	2	1	2	2	2	2	1	2	1	1	1	1	2	1	1	6	3	6	6	5	6	6	6	6	6	6	4	5	4	4	4	4	4	6	5	6	10	100	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	3	3	28	1	3	1.0746	1.5109	1.0394	1.238	4	3	0.49	1	0.833	0.155	1	1	-0.67	-0.19	-0.0586	2	3	942	-0.1662	1.1619	78.5	12.155	-0.1621	-0.6748	1.6345	1.4452	-1.0911	-0.2762	3.3538	1.3336	"28NOV13"
