CNT	SUBNATIO	STRATUM	OECD	NC	SCHOOLID	SC01Q01	SC02Q01	SC02Q02	SC02Q03	SC02Q04	ausSC03N01	SC04Q01	SC05Q01	SC07Q01	SC07Q02	SC09Q11	SC09Q12	SC09Q21	SC09Q22	SC09Q31	SC09Q32	SC10Q11	SC10Q12	SC10Q61	SC10Q62	SC10Q21	SC10Q22	SC10Q41	SC10Q42	SC10Q51	SC10Q52	SC11Q01	SC11Q02	SC11Q03	SC13Q01	SC13Q02	SC13Q03	SC14Q01	SC14Q02	SC14Q03	SC14Q04	SC14Q05	SC14Q06	SC14Q07	SC14Q08	SC14Q09	SC14Q10	SC14Q11	SC14Q12	SC14Q13	SC15Q01	SC15Q02	SC15Q03	SC15Q04	SC16Q01	SC16Q02	SC16Q03	SC16Q04	SC16Q05	SC16Q06	SC16Q07	SC16Q08	SC16Q09	SC16Q10	SC16Q11	SC18Q01	SC18Q02	SC18Q03	SC18Q04	SC18Q05	SC18Q06	SC18Q07	SC18Q08	SC19Q01	SC19Q02	SC20Q01	SC21Q05	SC22Q01	SC22Q02	SC22Q03	SC22Q04	SC22Q05	SC22Q06	SC22Q07	SC22Q08	SC22Q09	SC22Q10	SC22Q11	SC22Q12	SC22Q13	SC22Q14	SC22Q15	SC22Q16	SC22Q17	SC22Q18	SC22Q19	SC23Q01	SC24Q01	SC25Q01	SC25Q02	SC25Q03	SC25Q04	SC25Q05	SC25Q06	SC25Q07	SC25Q08	SC25Q09	SC25Q10	SC25Q11	SC25Q12	SC26Q01	SC26Q02	SC26Q03	SC26Q04	SC27Q01	SC27Q02	SC28Q01	SC28Q02	SC29Q01	SC29Q02	SC30Q01	SC30Q02	SC30Q03	SC30Q04	SC31Q01	SC31Q02	SC31Q03	SC31Q04	SC31Q05	SC31Q06	SC31Q07	SC32Q01	SC32Q03	SC32Q04	SC32Q05	SC32Q06	SC32Q07	SC32Q08	SC33Q01A	SC33Q01B	SC33Q01C	SC33Q01D	SC33Q01E	SC33Q02A	SC33Q02B	SC33Q02C	SC33Q02D	SC33Q02E	SC33Q03A	SC33Q03B	SC33Q03C	SC33Q03D	SC33Q03E	SC33Q04A	SC33Q04B	SC33Q04C	SC33Q04D	SC33Q04E	SC33Q05A	SC33Q05B	SC33Q05C	SC33Q05D	SC33Q05E	SC33Q06A	SC33Q06B	SC33Q06C	SC33Q06D	SC33Q06E	SC33Q07A	SC33Q07B	SC33Q07C	SC33Q07D	SC33Q07E	SC33Q08A	SC33Q08B	SC33Q08C	SC33Q08D	SC33Q08E	SC33Q09A	SC33Q09B	SC33Q09C	SC33Q09D	SC33Q09E	SC33Q10A	SC33Q10B	SC33Q10C	SC33Q10D	SC33Q10E	SC33Q11A	SC33Q11B	SC33Q11C	SC33Q11D	SC33Q11E	SC33Q12A	SC33Q12B	SC33Q12C	SC33Q12D	SC33Q12E	SC34Q01	SC34Q02	SC34Q03	SC34Q04	SC34Q05	SC34Q06	SC34Q07	SC34Q08	SC34Q09	SC34Q10	SC34Q11	SC34Q12	SC34Q13	SC34Q14	SC34Q15	SC34Q16	SC34Q17	SC34Q18	SC34Q19	SC34Q20	SC34Q22	SC35Q01	SC35Q02	SC39Q01	SC39Q02	SC39Q03	SC39Q05	SC39Q06	SC39Q07	SC39Q08	SC39Q09	SC39Q10	SC40Q01	SC40Q02	SC40Q03	SC44Q01	SC44Q02	SC44Q03	SC44Q04	SC44Q05	SC44Q06	SC47Q01	SC45Q01	SC46Q01	SC46Q02	SC46Q03	SC46Q05	SC46Q04	SC46Q06	SC46Q09	SC52Q01	SC46Q07	SC46Q08	SC52Q02	SC51Q01	SC51Q02	ABGMATH	ASSESS	CLSIZE	COMPWEB	CREACTIV	LEADCOM	LEADINST	LEADPD	LEADTCH	MACTIV	MATHEXC	PCGIRLS	PROPCERT	PROPMA5A	PROPMATH	PROPQUAL	RATCMP15	RESPCUR	RESPRES	SCHAUTON	SCHLTYPE	SCHSEL	SCHSIZE	SCMATBUI	SCMATEDU	SMRATIO	STRATIO	STUDCLIM	TCFOCST	TCHPARTI	TCMORALE	TCSHORT	TEACCLIM	W_FSCHWT	SENWGT_SCQ	VER_SCQ	ausSC53A01	ausSC53A02	ausSC53A03	ausSC54A01	ausSC54A02	ausSC54A03	ausSC55A01	ausSC56A01
AUS	0360000	AUS0205	1	003600	0000011	1	87	10	3	0	3	3	04	352	299	42	12	42	12	42	12	5	0	5	0	3	0	5	0	0	0	174	174	174	4	3	5	1	3	1	3	1	2	2	1	1	1	1	2	1	1	1	1	3	1	1	2	1	2	1	1	2	1	1	1	1	2	1	1	1	2	1	2	2	2	2	9	3	3	2	3	3	2	2	2	3	1	2	1	2	2	2	2	2	1	1	25	2	10	30	10	70	3	1	0	1	1	1	0	1	2	2	1	1	1	2	1	3	1	2	1	1	1	2	1	1	2	2	4	2	1	1	3	2	2	1	3	1	1	1	1	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	1	1	1	1	2	1	1	2	1	2	1	1	1	2	2	1	1	1	2	2	1	1	2	1	2	1	1	2	2	2	1	1	2	1	1	1	1	2	2	2	6	2	5	4	4	6	6	5	5	6	6	4	5	2	3	4	3	4	5	4	2	0	100	1	1	1	1	1	1	1	2	2	2	2	1	1	1	1	1	2	1	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	3	5	28	1	3	-.0958	.9289	.6627	1.238	1	9	.459	1	.6	.104	1	1	.03	-.58	-.0586	3	3	651	.5582	.7524	130.2	13.563	-1.0211	.702	2.3605	.4686	.7093	.0647	2.8698	1.1411	28NOV13	58	58	58	4	4	4	48	100
AUS	0360000	AUS0204	1	003600	0000012	2	80	19	1	0	8	1	04	486	432	54	17	54	17	54	17	4	4	4	4	1	3	4	4	0	0	171	171	171	2	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	3	2	2	3	2	2	3	1	2	3	2	1	1	2	3	2	2	2	2	2	10	2	50	70	30	70	5	10	0	10	0	3	85	0	2	1	1	1	2	2	2	2	1	2	1	1	1	1	1	1	3	2	2	1	1	1	2	3	1	3	2	2	1	2	2	2	2	1	2	2	2	2	2	2	2	1	2	2	2	2	2	1	1	2	2	2	2	1	2	2	2	2	1	1	2	2	1	1	1	2	2	2	1	2	2	2	2	2	1	2	2	2	2	1	2	2	1	1	1	2	2	2	6	3	5	5	4	4	6	4	6	6	6	4	5	5	4	5	4	5	4	4	3	10	100	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	2	1	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	2	7	28	1	3	.8948	.2753	1.0394	1.238	5	3	.471	1	.417	.096	1	1	.03	-.02	.3196	2	2	918	1.3052	1.976	153	14.688	-.3977	.702	.7801	.8541	-1.0911	-.4382	2.6085	1.0373	28NOV13	50	50	50	4	4	4	30	171
AUS	0360000	AUS0102	1	003600	0000013	1	90	6	4	0	6	1	03	416	519	9998	24	9998	0	9998	0	14	0	14	0	14	0	14	0	0	0	468	900	900	1	2	3	2	1	1	2	1	2	1	2	2	2	3	2	3	2	2	1	3	2	1	1	1	2	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	2	9	2	2	2	2	2	2	2	2	1	1	2	2	1	2	2	2	1	2	2	2	1	10	5	20	50	1	5	0	5	2	5	2	1	2	2	1	1	1	3	1	2	2	2	1	1	1	2	2	1	3	2	3	2	2	1	2	2	3	2	3	2	1	2	2	2	2	1	2	2	1	2	2	2	2	1	2	2	2	2	1	2	1	2	2	1	2	1	2	1	2	2	1	1	1	2	2	1	1	2	1	2	1	2	2	1	2	1	1	2	2	2	2	1	2	1	2	1	1	2	2	2	6	5	5	6	4	5	5	4	4	5	5	5	5	4	4	5	4	4	4	4	4	10	80	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	2	7	23	1	2	1.2642	.493	.1183	.9477	1	9	.555	9999	1	9999	9999	1.923	-.43	-.36	.3196	3	2	935	-.763	.224	66.786	9999	-.1621	.702	.7801	.4686	.1524	.2464	1	.3976	28NOV13	60	60	60	4	4	4	24	460
AUS	0360000	AUS0719	1	003600	0000014	2	71	24	0	5	6	1	04	298	244	24	29	24	29	24	29	6	6	6	6	3	2	6	6	0	0	133	195	195	4	4	5	3	3	2	3	2	2	2	3	3	2	3	2	3	2	2	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	2	1	1	1	2	1	1	2	3	2	2	2	2	3	3	1	2	2	2	2	1	2	3	2	3	2	3	2	0	2	60	60	60	60	30	30	0	20	5	2	4	10	2	2	2	2	2	1	1	2	2	2	2	2	1	2	1	1	1	1	2	2	3	1	1	1	1	3	1	2	1	2	2	2	2	1	2	2	2	2	2	2	2	1	2	2	2	2	1	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	2	1	2	2	2	2	1	2	2	2	1	2	2	2	2	4	2	3	3	4	4	4	5	5	4	5	4	4	3	3	4	4	4	3	3	3	10	80	1	1	1	1	1	2	1	2	1	2	2	1	1	1	1	1	1	1	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	2	6	28	1	3	-.6467	.493	-.1263	.4499	4	3	.45	1	.444	.234	1	1.466	1.44	-.02	.3196	2	1	542	-.763	-.5214	60.222	14.078	-.3977	.0095	-.5646	-.7371	1.4526	-.7478	1	.3976	28NOV13	60	60	60	3	4	3	25	133
AUS	0360000	AUS0206	1	003600	0000015	2	60	38	2	0	6	1	04	330	316	54	6	54	6	54	6	3	5	3	3	3	0	3	9998	0	0	51	30	30	2	2	5	2	3	1	2	4	1	2	2	2	2	3	3	3	1	1	1	3	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	2	3	2	2	3	2	3	2	2	2	2	2	2	2	2	3	2	2	0	1	30	40	30	30	10	10	5	30	5	5	10	10	2	2	2	1	2	2	1	1	2	1	1	1	1	2	1	1	2	2	3	3	3	3	3	3	3	3	1	2	1	2	2	2	2	1	2	2	2	2	2	2	2	2	1	2	2	2	2	1	2	2	1	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	2	1	2	2	2	2	1	2	2	2	1	2	2	2	2	4	4	4	4	4	5	4	3	5	2	4	2	5	3	3	2	2	4	3	3	2	55	30	1	1	1	1	1	2	1	1	1	1	2	2	2	1	2	2	2	2	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	3	8	28	1	2	.3404	.2753	.1183	-1.0424	5	3	.489	1	.545	.096	1	.588	1.44	-.19	.3196	2	3	646	-1.0894	-.3482	117.455	11.333	-.8253	.702	-.5646	.0826	.7093	-.5953	8.9399	3.5549	28NOV13	50	50	50	5	5	5	30	51
AUS	0360000	AUS0514	1	003600	0000016	1	95	5	0	0	4	1	03	480	516	65	9	65	9	64	9	12	4	12	4	6	1	9	3	0	0	212	280	280	2	2	3	3	1	3	3	2	2	3	3	3	2	2	3	3	2	2	2	2	1	1	1	1	2	1	2	2	2	1	1	1	2	2	2	1	1	1	2	1	1	2	9	3	3	2	2	3	3	2	3	2	3	3	2	2	3	3	2	2	2	2	6	2	9999	9999	9999	9999	5	9999	9999	9999	9999	9999	9999	9999	1	1	1	1	2	2	3	2	2	2	1	1	1	2	1	1	2	2	3	3	3	1	1	1	2	1	2	2	1	2	2	2	2	1	2	2	1	2	2	2	2	1	2	1	2	2	1	2	2	2	2	1	1	1	2	1	2	2	1	1	1	1	1	1	1	2	1	1	2	2	2	2	2	2	1	2	2	2	2	1	2	1	1	1	2	2	2	2	4	3	3	2	4	6	2	3	6	4	3	3	6	2	3	3	3	4	6	4	1	1	50	1	2	1	1	1	1	1	1	2	2	2	2	1	1	1	1	2	2	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	2	4	23	1	2	-.9829	.493	.1183	-.3206	1	9	.518	1	.464	.201	.986	1.321	-.43	-.36	-.0586	3	1	996	-.763	-.6941	71.143	14.331	-1.2067	.0095	.2924	1.4452	1.1868	-1.0394	1	.3976	28NOV13	45	45	45	5	5	5	35	212
AUS	0360000	AUS0412	1	003600	0000017	2	35	58	1	6	6	1	03	17	859	69	8	69	8	69	8	25	2	25	2	8	0	25	2	0	0	115	180	180	3	3	3	1	1	1	1	1	1	3	2	2	1	1	1	1	2	2	3	1	1	1	2	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	2	10	60	100	0	25	0	10	20	25	25	5	2	2	1	1	2	2	1	4	2	1	1	1	1	2	1	1	2	2	3	2	2	2	2	1	2	1	1	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	2	2	1	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	2	1	2	2	2	2	1	2	2	2	1	2	2	2	2	6	6	6	6	6	6	3	5	3	6	6	6	4	5	6	4	4	4	6	2	2	8	20	1	1	1	1	1	2	1	1	1	2	2	1	1	1	1	1	1	1	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	2	7	23	1	3	2.1016	1.5109	-.8842	2.258	4	3	.981	1	.308	.356	1	1.565	1.44	2.2	1.6038	1	2	876	1.3052	.224	33.692	12	2.752	-1.2132	-.5646	.4686	-1.0911	2.8533	4.0884	1.6257	28NOV13	45	45	45	5	5	5	35	115
AUS	0360000	AUS0204	1	003600	0000018	2	38	49	0	13	4	2	04	430	397	50	11	50	11	50	11	6	2	6	2	5	2	1	0	0	0	136	136	136	3	2	4	2	1	1	2	2	2	1	1	2	2	3	3	4	3	1	1	3	2	1	1	1	2	2	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	2	9	2	2	3	3	2	2	2	2	1	1	3	1	2	2	2	2	2	2	2	2	3	25	25	15	25	5	5	5	5	5	5	5	30	2	2	2	1	2	2	1	1	2	1	1	1	2	2	1	1	3	2	2	1	2	3	3	3	3	3	3	2	1	2	2	2	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	1	2	2	2	2	1	2	2	2	2	1	1	2	2	2	2	1	2	1	2	1	2	2	2	2	2	1	2	2	2	2	1	2	1	2	1	1	2	1	2	5	4	4	3	4	4	3	5	4	3	4	3	6	4	4	4	4	4	2	2	3	25	25	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	3	8	28	1	1	.3404	.493	-.1263	-.3206	0	9	.48	1	.857	.126	1	1	-.67	-.36	-.0586	1	3	827	-1.4636	.224	118.143	14.901	-.6182	.702	.7801	.0826	.1524	-.1089	3.1203	1.2408	28NOV13	50	50	50	4	4	4	28	139
AUS	0360000	AUS0205	1	003600	0000019	1	70	10	5	15	8	1	04	603	476	75	1	74	0	75	1	10	1	10	1	10	1	0	0	0	0	180	400	400	2	3	4	3	3	1	2	2	2	1	2	2	1	4	3	4	2	2	1	2	1	2	2	1	2	1	2	2	1	1	2	1	1	1	1	1	2	1	1	1	1	2	9	2	2	3	2	2	2	1	2	1	2	2	2	1	2	2	2	2	2	2	5	2	5	10	5	50	0	1	0	0	0	2	1	0	1	1	1	1	2	2	1	3	2	3	2	1	1	2	1	1	3	2	2	2	3	2	3	2	2	3	3	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	2	1	2	2	2	2	2	2	1	2	2	2	2	2	2	6	3	4	6	4	4	3	4	4	3	4	2	4	3	2	3	3	4	2	2	3	1	10	1	1	1	1	1	1	1	1	1	2	2	2	1	2	1	1	2	2	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	2	7	28	1	2	.5331	.2753	-.6241	-.6535	1	9	.441	.98	1	.139	1	2.222	-.53	-.56	-.8313	3	3	1079	-1.9349	.224	102.762	14.291	-.1621	-.6748	-1.0488	1.4452	.9454	-.1089	2.8038	1.1149	28NOV13	75	75	75	3	3	3	20	30
AUS	0360000	AUS0308	1	003600	0000020	1	95	5	0	0	3	1	03	474	423	47	14	47	14	47	14	11	2	11	2	11	2	11	2	0	0	172	450	450	2	2	2	3	4	3	3	3	2	3	3	3	3	4	3	3	1	1	1	3	1	1	1	2	2	1	2	2	1	1	1	1	2	1	1	1	1	1	2	1	1	1	3	3	2	2	1	1	2	1	1	1	2	1	1	2	3	2	2	2	1	1	2	2	20	30	20	50	1	0	0	1	1	1	5	0	2	2	2	1	2	2	3	1	2	1	1	1	2	2	1	1	2	1	2	1	2	2	1	2	2	2	2	2	1	2	2	2	2	1	2	2	2	2	2	2	2	1	2	1	2	2	2	2	2	2	2	1	2	1	2	2	2	2	2	1	2	2	2	2	1	2	2	2	1	2	2	2	2	2	1	2	2	2	2	1	2	2	2	1	2	2	2	2	6	4	6	6	4	6	4	3	4	6	6	4	6	5	6	3	3	3	1	1	4	15	100	1	1	1	1	2	1	2	2	2	2	1	1	1	1	2	1	3	1	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	3	6	23	1	3	1.4765	.493	.1183	1.238	3	3	.472	1	1	.222	1	2.616	1.44	-.02	.3196	3	2	897	-1.4636	-1.053	74.75	16.611	.6173	.702	.2924	.0826	2.093	.2464	3.0342	1.2065	28NOV13	155	155	155	5	5	5	30	172
AUS	0360000	AUS0205	1	003600	0000021	1	83	15	2	0	5	1	04	556	547	83	0	83	0	83	0	8	9998	8	1	5	0	4	0	0	0	208	208	208	2	4	4	4	4	2	2	1	2	2	3	3	3	1	2	2	1	2	1	3	1	2	2	1	2	1	2	2	1	1	1	1	1	1	2	1	2	1	1	1	1	2	9	3	3	2	2	3	3	2	3	3	2	3	2	3	3	3	3	3	3	3	15	2	50	80	50	80	0	5	0	0	0	5	5	5	3	2	2	2	3	2	2	3	3	2	1	2	1	2	1	1	3	3	2	2	3	3	3	1	2	3	3	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	1	2	2	2	2	2	2	2	1	2	1	2	2	2	2	1	2	2	2	2	2	1	2	2	2	2	2	2	1	2	1	2	2	2	2	4	3	3	3	3	4	5	4	6	3	3	3	5	4	3	2	3	2	5	3	2	0	20	1	1	1	1	2	1	1	2	2	1	1	1	1	1	2	1	2	1	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	3	6	28	1	2	-.0958	.0432	.6627	-.6535	1	9	.496	1	.625	.096	1	1	-.25	-.7	-1.0532	3	3	1103	.1539	-.5214	137.875	13.289	-1.2067	-1.7632	-1.0488	-1.4838	1.7565	-1.7041	2.2482	.894	28NOV13	60	60	60	5	5	5	25	30
AUS	0360000	AUS0617	1	003600	0000022	1	58	14	16	12	6	1	04	346	295	38	9	38	9	38	9	2	6	2	6	2	6	2	6	0	0	113	70	70	3	3	3	2	2	2	2	2	2	2	3	2	2	1	1	1	2	1	1	3	1	1	1	1	1	1	2	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	3	3	3	3	3	3	3	3	2	2	2	1	2	1	3	2	3	2	2	2	21	2	10	25	20	25	0	2	0	1	2	1	1	1	2	2	2	2	3	2	2	3	3	2	1	1	2	2	1	1	1	1	2	2	2	3	3	3	3	3	3	2	1	1	2	2	2	1	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	1	1	1	2	2	1	1	1	1	2	1	1	2	1	2	1	2	2	2	2	2	1	2	2	2	2	1	2	1	1	1	1	2	2	2	6	4	4	6	5	5	5	6	6	4	4	3	6	4	4	4	4	5	4	5	3	4	15	1	1	1	1	1	1	1	2	2	2	2	2	1	3	2	1	1	1	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	3	7	28	1	3	.8948	1.1806	1.0394	-.0388	4	3	.46	1	1	.118	1	.619	-.43	-.46	-.0586	3	3	641	1.3052	-.3482	128.2	15.082	-1.5516	-1.7632	1.6345	-.7371	.7093	-.4382	1.7228	.6851	28NOV13	60	60	60	4	4	4	25	113
AUS	0360000	AUS0514	1	003600	0000023	1	90	10	0	0	6	1	04	757	657	81	23	81	23	81	23	13	1	13	1	13	1	13	1	0	0	288	288	288	5	5	5	2	2	2	1	4	1	2	9	9	9	9	9	9	2	2	1	2	1	1	1	1	1	1	1	9	9	9	9	1	2	1	2	1	1	1	9	2	1	2	9	2	2	2	1	1	1	1	9	9	9	9	9	9	9	9	9	9	9	9	9999	1	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	2	1	1	1	2	3	1	4	2	9	1	1	2	2	1	1	3	3	3	4	3	3	3	1	3	3	3	9	1	2	2	2	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6	3	4	6	6	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	1	1	1	1	2	1	2	9	9	1	2	9	1	1	1	1	1	1	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	2	5	28	1	2	.7193	1.6132	9999	9999	2	9	.465	1	1	.146	1	1	-.81	-.36	-1.2805	3	3	1414	9999	-.4911	104.741	15.286	1.1046	-1.2132	-1.8472	.8541	.4567	9999	1	.3976	28NOV13	70	70	70	3	3	3	23	100
AUS	0360000	AUS0823	1	003600	0000024	1	90	3	2	5	6	2	04	526	552	86	13	86	13	86	13	14	1	14	1	11	1	14	1	0	0	404	1200	1200	2	2	4	2	2	2	3	2	3	1	2	2	2	4	2	4	1	1	1	2	1	2	1	1	2	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	2	2	2	2	2	2	2	2	2	3	3	2	3	2	3	2	2	2	4	1	5	90	20	90	0	0	0	2	2	2	5	0	2	2	2	1	3	1	1	3	3	1	1	1	1	2	1	1	3	3	3	1	3	2	2	2	3	3	3	1	1	2	2	2	2	1	2	2	1	2	2	2	2	1	2	2	2	2	1	2	1	2	1	2	2	1	2	1	2	2	1	1	1	1	2	1	1	1	1	2	1	2	2	2	2	2	1	2	2	2	2	1	2	2	2	1	1	1	1	1	4	4	4	6	5	5	4	3	6	5	6	4	5	5	5	5	4	5	6	4	6	15	100	1	1	1	1	1	2	1	1	2	1	2	1	1	1	1	1	1	1	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	3	8	28	1	2	1.0746	.493	.3739	.9477	3	3	.512	1	.793	.157	1	2.97	-.43	-.23	.3196	3	2	1078	-1.4636	-.1702	74.345	11.654	-.1621	-1.7632	.7801	.0826	.9454	-1.0394	1	.3976	28NOV13	50	50	50	5	5	5	30	404
AUS	0360000	AUS0411	1	003600	0000025	1	9998	9998	9998	9998	6	1	03	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	251	950	950	2	1	2	1	1	1	1	1	1	2	2	2	2	2	1	1	2	2	2	2	1	1	1	1	2	1	1	2	2	1	1	1	2	2	2	1	2	1	2	2	1	1	3	2	2	2	2	2	2	2	2	1	2	2	2	1	3	3	3	2	2	2	9999	9	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	2	2	2	1	2	2	2	2	2	2	9	9	9	9	1	1	2	1	1	1	2	3	3	3	2	2	2	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	1	1	1	1	2	1	2	1	1	2	1	1	1	1	2	1	1	1	1	2	1	1	1	1	2	2	1	2	2	2	2	1	2	1	2	1	1	2	1	1	5	4	5	4	4	5	5	5	6	4	4	4	4	3	3	3	2	3	4	4	4	15	90	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	2	3	23	1	2	.5331	.7066	.3739	.2118	3	3	0	9999	9999	9999	9999	3.785	-.67	-.65	-.3533	3	3	99999	.5582	.224	9999	9999	-.1621	.0095	1.6345	.0826	-1.0911	-.5953	1.8977	.7546	28NOV13	70	70	70	3	3	3	20	251
AUS	0360000	AUS0618	1	003600	0000026	2	9998	9998	9998	9998	6	1	99	186	5	10	5	5	3	5	3	1	1	1	1	0	0	1	1	0	0	0	0	0	9	9	9	1	1	1	1	1	1	4	3	3	2	3	2	2	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	2	2	2	9	3	3	3	3	3	3	3	3	2	2	3	3	2	2	2	3	2	2	2	39	2	9999	9999	9999	9999	0	0	0	0	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	1	1	2	1	1	2	2	2	2	1	3	2	1	2	1	1	1	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	2	1	2	2	2	2	1	2	2	2	1	2	2	2	2	4	3	2	3	2	3	4	4	6	3	3	3	4	3	3	3	2	4	3	2	3	0	0	2	2	1	1	1	1	1	2	2	2	2	1	1	1	1	1	1	1	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	9	9	99	9997	9	-.6467	-.5037	.1183	-.6535	9	9	.026	.52	0	.12	.52	9997	1.44	2.71	1.6038	9	3	191	-.4622	-.5214	127.333	15.28	-1.7144	.0095	-.5646	-.7371	-1.0911	-.8958	9.5346	3.7914	28NOV13	9999	9999	9999	9999	9999	9999	9999	9999
AUS	0360000	AUS0824	1	003600	0000027	2	56	42	0	2	6	1	04	430	430	60	9	60	9	60	9	6	1	6	1	3	1	6	1	0	0	138	138	138	3	1	4	2	2	1	2	1	1	1	1	1	1	1	1	1	2	2	2	2	1	2	1	1	1	1	1	2	2	1	1	1	1	1	2	1	2	1	2	1	1	1	3	3	3	2	2	1	2	2	2	1	2	2	3	2	2	2	3	2	2	2	5	1	30	40	30	60	0	0	0	0	0	1	0	0	2	2	2	2	2	3	2	3	2	2	2	1	2	2	1	1	3	2	2	1	3	2	2	2	2	1	2	1	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	2	1	2	2	2	2	2	2	1	2	1	2	2	2	2	6	6	4	5	5	4	2	3	6	3	4	2	2	4	1	1	1	3	2	1	3	0	100	1	1	1	1	1	1	2	1	2	2	2	1	2	1	2	1	2	2	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	2	5	28	1	1	1.0746	.2753	-.8842	-.6535	4	3	.5	1	.538	.101	1	1	-.25	2.71	.8184	2	2	860	1.3052	1.976	132.308	13.333	-.3977	-.6748	-1.0488	-.7371	.4567	-.5953	1.0376	.4126	28NOV13	50	50	50	5	5	5	30	138
