CNT	SUBNATIO	STRATUM	OECD	NC	SCHOOLID	SC01Q01	SC02Q01	SC02Q02	SC02Q03	SC02Q04	ausSC03N01	SC04Q01	SC05Q01	SC07Q01	SC07Q02	SC09Q11	SC09Q12	SC09Q21	SC09Q22	SC09Q31	SC09Q32	SC10Q11	SC10Q12	SC10Q61	SC10Q62	SC10Q21	SC10Q22	SC10Q41	SC10Q42	SC10Q51	SC10Q52	SC11Q01	SC11Q02	SC11Q03	SC13Q01	SC13Q02	SC13Q03	SC14Q01	SC14Q02	SC14Q03	SC14Q04	SC14Q05	SC14Q06	SC14Q07	SC14Q08	SC14Q09	SC14Q10	SC14Q11	SC14Q12	SC14Q13	SC15Q01	SC15Q02	SC15Q03	SC15Q04	SC16Q01	SC16Q02	SC16Q03	SC16Q04	SC16Q05	SC16Q06	SC16Q07	SC16Q08	SC16Q09	SC16Q10	SC16Q11	SC18Q01	SC18Q02	SC18Q03	SC18Q04	SC18Q05	SC18Q06	SC18Q07	SC18Q08	SC19Q01	SC19Q02	SC20Q01	SC21Q05	SC22Q01	SC22Q02	SC22Q03	SC22Q04	SC22Q05	SC22Q06	SC22Q07	SC22Q08	SC22Q09	SC22Q10	SC22Q11	SC22Q12	SC22Q13	SC22Q14	SC22Q15	SC22Q16	SC22Q17	SC22Q18	SC22Q19	SC23Q01	SC24Q01	SC25Q01	SC25Q02	SC25Q03	SC25Q04	SC25Q05	SC25Q06	SC25Q07	SC25Q08	SC25Q09	SC25Q10	SC25Q11	SC25Q12	SC26Q01	SC26Q02	SC26Q03	SC26Q04	SC27Q01	SC27Q02	SC28Q01	SC28Q02	SC29Q01	SC29Q02	SC30Q01	SC30Q02	SC30Q03	SC30Q04	SC31Q01	SC31Q02	SC31Q03	SC31Q04	SC31Q05	SC31Q06	SC31Q07	SC32Q01	SC32Q03	SC32Q04	SC32Q05	SC32Q06	SC32Q07	SC32Q08	SC33Q01A	SC33Q01B	SC33Q01C	SC33Q01D	SC33Q01E	SC33Q02A	SC33Q02B	SC33Q02C	SC33Q02D	SC33Q02E	SC33Q03A	SC33Q03B	SC33Q03C	SC33Q03D	SC33Q03E	SC33Q04A	SC33Q04B	SC33Q04C	SC33Q04D	SC33Q04E	SC33Q05A	SC33Q05B	SC33Q05C	SC33Q05D	SC33Q05E	SC33Q06A	SC33Q06B	SC33Q06C	SC33Q06D	SC33Q06E	SC33Q07A	SC33Q07B	SC33Q07C	SC33Q07D	SC33Q07E	SC33Q08A	SC33Q08B	SC33Q08C	SC33Q08D	SC33Q08E	SC33Q09A	SC33Q09B	SC33Q09C	SC33Q09D	SC33Q09E	SC33Q10A	SC33Q10B	SC33Q10C	SC33Q10D	SC33Q10E	SC33Q11A	SC33Q11B	SC33Q11C	SC33Q11D	SC33Q11E	SC33Q12A	SC33Q12B	SC33Q12C	SC33Q12D	SC33Q12E	SC34Q01	SC34Q02	SC34Q03	SC34Q04	SC34Q05	SC34Q06	SC34Q07	SC34Q08	SC34Q09	SC34Q10	SC34Q11	SC34Q12	SC34Q13	SC34Q14	SC34Q15	SC34Q16	SC34Q17	SC34Q18	SC34Q19	SC34Q20	SC34Q22	SC35Q01	SC35Q02	SC39Q01	SC39Q02	SC39Q03	SC39Q05	SC39Q06	SC39Q07	SC39Q08	SC39Q09	SC39Q10	SC40Q01	SC40Q02	SC40Q03	SC44Q01	SC44Q02	SC44Q03	SC44Q04	SC44Q05	SC44Q06	SC47Q01	SC45Q01	SC46Q01	SC46Q02	SC46Q03	SC46Q05	SC46Q04	SC46Q06	SC46Q09	SC52Q01	SC46Q07	SC46Q08	SC52Q02	SC51Q01	SC51Q02	ABGMATH	ASSESS	CLSIZE	COMPWEB	CREACTIV	LEADCOM	LEADINST	LEADPD	LEADTCH	MACTIV	MATHEXC	PCGIRLS	PROPCERT	PROPMA5A	PROPMATH	PROPQUAL	RATCMP15	RESPCUR	RESPRES	SCHAUTON	SCHLTYPE	SCHSEL	SCHSIZE	SCMATBUI	SCMATEDU	SMRATIO	STRATIO	STUDCLIM	TCFOCST	TCHPARTI	TCMORALE	TCSHORT	TEACCLIM	W_FSCHWT	SENWGT_SCQ	VER_SCQ	ausSC53A01	ausSC53A02	ausSC53A03	ausSC54A01	ausSC54A02	ausSC54A03	ausSC55A01	ausSC56A01
AUS	0360000	AUS0205	1	003600	0000458	1	45	50	5	0	8	1	04	613	575	84	9	84	9	84	9	10	0	10	0	10	0	10	0	0	0	220	500	500	2	4	4	1	1	2	3	1	1	1	1	1	2	2	2	2	1	3	2	2	1	2	2	1	2	1	1	1	1	1	1	1	2	2	1	1	2	1	1	1	1	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	11	5	92	0	0	0	2	0	2	2	0	1	1	1	1	3	1	1	3	3	2	1	1	1	2	1	1	3	2	1	3	3	3	3	1	1	1	3	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	1	2	2	2	2	1	2	2	2	2	1	1	2	2	2	1	1	2	2	2	1	2	2	2	2	2	1	2	2	2	2	2	2	1	2	1	1	2	2	2	6	4	4	4	6	5	4	4	4	4	5	4	4	4	4	4	3	4	4	3	3	0	2	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	2	2	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	3	5	28	1	2	.5331	.9289	-.3717	.4499	4	3	.484	1	1	.113	1	2.273	-.25	-.56	-.6029	3	3	1188	-.1662	1.1619	118.8	13.424	-.1621	-1.7632	.2924	1.4452	.4567	-.4382	2.2691	.9023	28NOV13	75	75	75	6	6	5	40	220
AUS	0360000	AUS0205	1	003600	0000459	1	40	25	30	5	8	1	04	894	675	114	30	94	20	94	20	11	3	10	3	8	2	10	3	1	0	280	1320	1320	3	3	4	2	2	1	2	1	1	1	1	1	1	3	1	3	2	2	1	2	1	1	1	1	2	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	2	9	3	3	3	3	2	2	1	2	2	2	2	2	1	2	2	2	2	2	2	16	2	25	40	25	40	10	10	5	20	1	10	80	25	2	2	2	1	2	2	1	2	2	2	1	1	1	2	1	1	2	2	2	3	2	2	3	1	2	2	3	1	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	1	2	2	2	2	1	2	2	2	2	1	1	1	1	2	1	1	1	1	2	1	2	2	1	2	2	1	2	2	2	1	1	2	1	2	1	2	2	2	2	5	3	5	3	3	4	2	3	3	3	4	3	2	2	4	3	2	2	1	2	3	10	100	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	2	7	28	1	3	-.0958	-.2137	-1.7186	-.3206	1	9	.43	.806	.72	.097	.806	4.714	-.43	-.56	-.3533	3	3	1569	-.4622	1.976	125.52	12.163	-.8253	.0095	.2924	.0826	.4567	-.2762	1.8341	.7293	28NOV13	70	70	70	3	3	3	20	30
AUS	0360000	AUS0823	1	003600	0000460	1	100	0	0	0	4	1	99	400	308	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9	9	9	2	2	2	3	2	2	2	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	1	1	2	9	3	4	4	3	3	3	2	9	9	9	9	9	9	9	9	9	9	9	9	0	2	2	30	5	45	0	5	0	9999	9999	9999	9999	9999	2	2	2	2	2	2	2	2	3	9	1	1	1	2	1	1	3	2	2	3	3	3	3	3	3	3	3	3	1	2	2	2	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	1	2	1	2	2	1	2	1	2	2	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	5	3	3	6	6	6	6	6	6	6	6	6	6	3	3	3	5	6	5	3	5	35	100	1	1	1	1	2	1	1	9	9	2	9	1	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	9	9	99	9998	9	.3404	2.1468	1.7628	2.258	9	9	.435	9999	9999	9999	9999	9999	-.81	-.36	-1.2805	3	3	708	9999	-.1671	9999	9999	-1.8424	-.6748	-1.0488	-.7371	.9454	9999	1	.3976	28NOV13	50	50	50	5	5	5	9999	9999
AUS	0360000	AUS0205	1	003600	0000461	1	88	10	1.5	.5	8	1	03	0	1006	67	3	67	3	67	3	8	1	8	1	8	1	8	1	0	0	166	316	316	2	4	5	1	1	1	2	2	2	2	2	2	3	3	4	3	2	2	2	2	1	2	2	1	1	1	2	1	1	1	1	1	2	2	2	2	2	1	2	1	1	1	3	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	.5	2	6	24	12	80	0	0	0	1	1	2	2	0	2	2	2	1	2	2	1	1	1	3	1	1	1	2	1	1	3	1	2	1	2	3	3	2	1	1	3	2	1	1	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	1	1	1	2	2	1	1	1	2	2	1	1	2	1	2	1	1	2	1	2	1	2	2	1	2	2	1	2	1	2	2	1	2	1	2	1	1	2	2	2	6	3	5	3	5	4	3	3	4	5	6	3	3	3	3	3	3	4	6	2	6	14	85	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	2	2	23	1	2	.1329	.2753	-.8842	.6907	5	3	1	1	1	.124	1	1.904	-.67	-.46	-.0586	3	3	1006	-1.4636	-.3482	118.353	14.686	-.1621	1.2831	1.9955	.0826	-.2817	-.5953	2.6514	1.0543	28NOV13	60	60	60	3	3	3	26	166
AUS	0360000	AUS0411	1	003600	0000462	1	85	5	10	0	3	2	04	573	554	70	24	70	24	70	24	18	2	18	2	12	1	16	1	0	0	254	254	254	3	4	5	2	3	3	3	2	2	2	3	3	3	3	3	3	1	2	1	2	1	2	1	1	2	1	2	2	2	1	1	1	2	1	2	1	1	1	2	1	1	2	9	3	3	3	3	3	3	2	3	3	3	3	2	3	3	2	3	2	2	3	5	2	5	20	10	20	2	2	2	2	1	4	4	2	2	2	2	2	3	2	2	2	3	2	1	1	1	2	1	1	2	2	3	2	3	1	1	1	1	1	1	1	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	2	1	2	2	2	2	2	2	1	2	1	2	2	2	2	6	3	3	5	5	4	6	5	6	4	5	4	6	4	3	4	4	4	4	5	3	20	40	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	3	5	28	1	1	.3404	.7066	1.7628	.4499	1	9	.492	1	.658	.232	1	1	-.25	-.56	-.6029	3	1	1127	-1.0894	-.6941	59.316	13.744	-1.5516	-1.2132	-1.0488	-.7371	1.4526	-1.4467	1.857	.7384	28NOV13	35	35	35	6	6	6	40	252
AUS	0360000	AUS0309	1	003600	0000463	2	20	80	0	0	7	1	03	690	600	100	40	100	40	100	40	28	3	28	3	9	0	28	3	0	0	143	170	170	2	3	3	1	1	1	1	2	1	1	1	1	2	2	1	2	1	2	2	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	2	1	1	1	2	1	1	1	4	2	2	2	2	1	1	1	2	2	2	1	1	1	2	2	1	1	2	1	0	2	30	50	80	30	5	15	15	15	5	10	20	0	1	1	1	1	2	3	2	2	1	1	1	1	1	2	1	1	1	1	2	1	2	1	2	2	2	3	1	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	1	2	2	2	1	1	1	2	2	1	1	2	2	2	1	1	2	2	2	1	1	2	2	2	1	2	2	2	2	2	1	2	2	2	2	1	2	2	2	1	1	2	2	2	5	4	4	5	5	4	3	3	4	5	5	4	3	3	3	3	4	4	2	1	3	20	80	1	1	1	1	1	2	1	1	1	2	2	1	1	1	1	1	1	1	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	3	5	23	1	3	.5331	.2753	-.8842	.6907	3	1	.465	1	.305	.246	1	1.189	1.44	2.71	1.6038	1	2	1290	.1539	.7524	43.729	10.75	.6173	.702	1.9955	1.4452	-1.0911	.6468	3.2868	1.307	28NOV13	80	80	80	9999	9999	9999	18	143
AUS	0360000	AUS0617	1	003600	0000464	1	9998	9998	9998	9998	8	1	04	449	383	9998	0	9998	0	9998	0	7	9999	7	9999	7	9999	0	9999	0	9999	112	112	112	2	3	3	1	2	1	2	1	2	1	1	1	1	1	1	1	2	2	1	3	1	2	1	2	2	1	2	2	2	1	2	1	1	1	2	1	1	1	1	2	1	2	9	3	3	3	2	3	3	2	2	2	2	1	1	2	2	2	2	2	1	2	10	2	20	30	10	20	0	5	0	0	0	1	0	0	2	2	2	2	3	2	2	2	2	2	1	2	2	2	1	1	2	2	2	2	2	3	3	1	2	2	3	2	1	2	2	1	2	2	2	2	1	2	1	2	2	1	2	2	2	2	1	2	2	2	2	1	2	1	2	1	2	2	1	1	1	2	2	1	1	2	2	2	1	2	2	2	2	2	1	2	2	2	2	1	2	2	2	1	2	2	2	2	6	4	3	3	3	5	4	4	5	4	4	3	5	3	4	3	4	3	5	4	2	10	100	1	1	1	1	1	2	2	2	1	2	2	1	1	1	2	1	1	1	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	2	7	28	1	1	-.0958	.2753	.1183	-.0388	1	9	.46	9999	1	9999	9999	1	1.44	-.53	-.0586	3	3	832	1.3052	1.1619	118.857	9999	-1.2067	-.6748	.2924	-.7371	.1524	.0647	1.9434	.7728	28NOV13	64	64	64	4	4	4	25	114
AUS	0360000	AUS0514	1	003600	0000465	1	99	1	0	0	3	1	03	384	298	46	4	46	4	46	4	9	2	9	2	7	2	9	2	0	0	140	104	104	3	5	5	1	1	1	3	1	3	2	4	3	3	2	2	1	2	2	3	3	1	1	1	1	2	1	2	2	1	1	1	1	1	1	2	1	2	1	2	2	1	1	3	3	3	3	3	3	3	2	3	2	3	3	2	2	2	2	2	2	2	2	9999	2	1	10	1	20	0	1	0	0	1	1	1	0	2	2	2	2	2	2	2	2	3	2	1	1	1	2	1	1	2	2	3	2	4	1	1	1	2	1	1	1	1	2	2	2	2	1	2	2	2	2	2	2	2	1	2	2	2	2	1	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	2	2	2	1	2	1	2	2	2	2	2	1	2	2	2	2	2	2	1	2	1	2	2	2	2	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	20	100	9	9	9	9	9	9	9	9	9	2	2	1	1	1	1	1	1	1	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	2	5	23	1	3	9999	9999	9999	9999	3	3	.437	1	.8	.208	1	.743	-.81	-.02	-.3533	3	1	682	.1539	-.87	68.2	14.208	-1.5516	-.6748	-1.0488	-.7371	.1524	-.7478	1.2977	.516	28NOV13	50	50	50	4	4	4	29	140
AUS	0360000	AUS0411	1	003600	0000466	1	9998	9998	9998	9998	7	1	04	965	942	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	252	1200	1200	4	4	4	1	2	1	1	2	2	1	1	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2	1	1	1	2	1	1	1	3	3	2	2	2	2	2	1	1	1	2	1	1	2	2	2	2	1	2	2	2	2	50	50	50	50	20	20	20	20	9999	1	5	1	2	2	2	2	3	2	1	2	2	2	1	1	1	2	1	1	4	3	4	3	3	2	2	1	2	3	3	2	1	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	1	1	2	1	2	2	1	1	2	1	2	1	1	2	1	2	1	2	2	1	2	2	1	2	1	1	1	1	2	1	1	1	1	2	1	1	6	6	5	6	6	5	6	6	6	5	6	5	6	6	6	5	5	5	6	5	5	95	98	1	1	1	1	1	1	1	1	1	2	2	1	1	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	2	5	28	1	3	2.1016	1.5109	1.7628	1.238	4	3	.494	9999	9999	9999	9999	4.762	-.81	-.62	-.3533	3	2	1907	-.1662	.224	9999	9999	.0882	-.6748	.7801	-.7371	-.2817	.2464	1.7805	.708	28NOV13	210	210	210	3	3	3	21	253
AUS	0360000	AUS0617	1	003600	0000467	1	70	30	0	0	8	1	04	381	350	54	3	54	3	54	3	5	1	5	1	4	1	5	1	0	0	79	79	79	3	2	3	1	2	1	2	2	3	1	4	3	3	3	3	3	2	2	1	3	1	1	1	1	2	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	2	2	2	2	2	1	2	3	1	1	1	1	1	2	3	1	1	1	.5	2	10	20	10	30	0	0	0	0	1	1	0	1	3	2	1	1	2	2	2	2	2	1	1	1	1	2	1	1	3	3	2	3	1	1	2	1	3	3	3	1	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	1	1	1	1	2	1	1	1	2	2	1	1	1	1	2	2	2	2	1	2	1	2	2	1	2	2	1	2	2	2	2	1	2	1	2	1	1	2	1	2	6	4	6	6	5	5	5	5	5	6	6	4	5	5	5	5	4	5	4	5	3	10	10	1	1	1	1	1	1	1	2	2	2	2	1	1	1	1	1	1	1	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	2	8	28	1	2	1.4765	.9289	.3739	1.238	3	3	.479	1	.818	.099	1	1	-.81	-.62	-.6029	3	2	731	-1.0894	-.87	132.909	13.171	.0882	.0095	1.2429	.0826	.1524	.6468	1.4419	.5733	28NOV13	60	60	60	4	4	4	25	25
AUS	0360000	AUS0205	1	003600	0000468	1	29	71	0	0	7	1	04	384	661	68	5	68	5	68	5	6	1	9998	9998	6	1	6	1	0	0	149	220	220	3	3	3	1	1	1	1	2	1	1	1	1	1	3	2	3	1	2	1	2	1	1	1	1	1	1	2	2	1	1	1	1	1	2	2	1	2	1	2	1	1	1	3	3	3	3	2	2	2	2	2	1	2	1	2	1	2	1	2	2	2	2	2	1	60	60	40	20	40	5	0	5	0	30	60	0	2	2	2	2	2	2	1	2	2	1	1	1	2	2	1	1	3	2	3	2	3	1	2	1	1	2	2	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	1	2	2	2	2	1	1	2	2	2	1	1	2	2	2	1	2	2	1	2	2	1	2	2	2	2	1	2	1	2	1	1	2	2	2	4	3	3	3	3	4	3	3	5	4	4	4	4	3	4	3	3	3	2	3	3	2	2	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	3	4	28	1	3	-.3532	-.2137	-.3717	.2118	4	3	.633	1	1	.092	1	1.477	.03	-.7	-.6029	3	2	1045	-.763	1.1619	160.769	14.823	-.8253	.0095	.7801	-.7371	-1.0911	.2464	3.6138	1.437	28NOV13	9999	9999	9999	6	5	5	38	30
AUS	0360000	AUS0720	1	003600	0000469	1	93	5	2	0	2	3	02	197	177	19	16	19	16	19	15	5	9999	5	9999	1	9999	5	9999	0	9999	42	42	42	4	2	3	1	1	1	1	2	2	1	9	9	9	9	9	9	2	2	2	2	1	1	1	2	2	2	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	2	9	1	2	3	3	2	2	1	2	2	1	2	2	1	2	2	3	2	1	2	40	2	20	50	30	50	10	10	0	9999	9999	9999	9999	9999	2	2	1	2	3	2	2	2	3	2	1	1	1	2	1	1	2	1	2	2	2	1	1	1	2	1	3	1	1	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	1	2	2	2	2	1	2	2	2	2	2	1	2	2	2	2	2	2	1	2	1	2	2	2	2	2	1	2	2	2	2	2	2	2	1	2	1	2	2	2	6	5	5	5	5	5	4	4	5	4	5	4	4	4	4	5	4	1	4	4	4	75	100	1	1	1	1	2	2	1	1	1	2	2	1	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	2	7	18	1	3	1.0746	.7066	-.1263	.4499	0	9	.473	1	.2	.185	.981	1	-.81	-.46	-.6029	3	1	374	9999	.1824	74.8	13.852	-.1621	-1.2132	-.1437	.0826	-1.0911	-.1089	1	.3976	28NOV13	250	250	200	5	5	4	30	42
AUS	0360000	AUS0411	1	003600	0000470	1	88.07	11.9	.03	0	4	1	03	433	432	60	10	60	0	60	0	1	9998	0	14	0	0	0	10	0	0	197	197	197	3	2	3	2	2	2	3	3	3	1	2	2	2	3	4	3	2	2	1	3	1	1	1	1	2	1	1	2	1	1	1	1	1	1	2	1	2	1	2	2	2	1	3	3	3	3	2	3	3	2	2	2	2	3	1	2	3	2	2	1	2	2	6.8	2	1	50	1	50	0	2	0	1	1	.01	.01	1	2	2	2	1	2	3	2	2	2	2	1	2	1	2	1	1	3	3	1	1	1	1	1	1	2	1	1	1	1	2	2	2	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	1	2	2	2	2	1	1	2	2	2	1	1	2	2	2	1	1	2	2	2	2	2	2	2	2	2	1	2	2	2	2	1	2	1	2	1	1	2	1	2	5	2	3	4	4	3	2	4	6	5	5	2	1	5	3	2	4	4	1	1	2	20	100	1	1	1	1	1	1	1	2	1	2	2	1	1	1	1	1	3	1	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	2	5	23	1	3	.1329	.0432	-1.1508	.2118	3	3	.499	.923	0	.015	.923	1	-.43	-.36	-.3533	3	1	865	-1.4636	-.3482	865	13.308	-1.2067	.0095	1.2429	.0826	.9454	-.4382	2.2772	.9055	28NOV13	70	70	70	3	3	3	40	149
AUS	0360000	AUS0617	1	003600	0000471	1	80	20	0	0	7	1	04	717	726	80	36	80	36	80	36	11	4	11	4	11	4	11	4	0	0	147	300	300	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	1	1	1	1	2	1	1	2	2	1	2	1	1	1	1	1	1	1	1	1	1	2	9	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	5	1	10	10	10	10	2	1	1	0	1	2	5	0	2	1	1	1	2	2	1	1	2	1	1	1	1	2	1	1	2	2	2	1	2	1	1	1	1	1	1	1	1	2	2	2	2	1	2	2	1	2	2	2	2	1	2	2	2	2	1	2	1	2	1	2	2	1	2	2	2	2	1	1	2	1	2	1	1	2	1	2	1	2	2	1	2	2	1	2	2	2	2	1	2	1	2	1	1	2	1	1	5	4	5	5	4	5	5	4	6	5	5	5	5	4	5	4	3	4	2	4	2	5	15	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	2	8	28	1	2	.8948	.493	.6627	.9477	1	9	.503	1	1	.133	1	2.041	-.67	-.23	.3196	3	1	1443	1.3052	1.976	111	14.724	-.1621	.702	.7801	.8541	-1.0911	-.5953	1	.3976	28NOV13	60	60	60	4	4	4	26	31
AUS	0360000	AUS0617	1	003600	0000472	1	95	4	1	0	6	1	04	604	637	60	25	60	25	60	25	9	4	9	4	9	4	9	4	0	0	151	151	151	1	2	2	3	1	1	3	1	3	3	3	3	3	3	2	2	2	2	1	2	1	2	2	1	2	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	2	2	2	2	2	2	3	3	3	3	2	2	3	2	3	2	2	2	1	1	60	15	5	20	1	3	0	.05	.05	1	1	1	2	2	2	1	2	2	1	2	4	4	1	1	2	2	1	1	1	1	1	1	1	1	1	1	2	2	3	2	1	2	2	2	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6	4	3	5	4	4	5	4	6	5	4	3	5	4	4	4	4	5	5	4	5	0	100	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	3	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	2	8	28	1	2	.5331	.2753	.6627	.2118	3	3	.513	1	1	.152	1	1	-.81	-.56	-1.5265	3	1	1241	-.4622	-.87	112.818	17.117	-.3977	-1.2132	-1.8472	.0826	.7093	-1.1788	1.102	.4382	28NOV13	60	60	60	4	4	4	25	151
AUS	0360000	AUS0720	1	003600	0000473	1	95	3	2	0	5	2	03	102	107	13	1	8	1	13	1	1	0	1	0	0	0	1	0	0	0	78	24	24	2	1	4	3	4	3	4	3	3	3	2	3	4	3	4	1	3	2	2	2	2	2	1	2	2	2	2	2	1	1	1	1	2	2	1	1	2	1	1	2	1	2	3	4	4	4	4	4	4	3	3	4	3	3	1	4	4	3	4	2	2	3	80	3	4	60	2	52	0	0	0	0	0	1	3	0	4	2	2	2	2	2	2	2	2	3	2	2	1	2	1	1	2	1	3	3	3	1	1	1	2	1	3	1	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	1	2	2	2	2	1	2	2	2	2	2	1	2	2	2	1	2	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	6	6	5	6	6	6	5	5	6	5	5	5	6	5	6	5	4	4	6	6	6	0	65	1	1	1	1	2	2	2	1	1	2	2	1	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	2	5	23	1	1	1.7359	1.5109	1.0394	.9477	2	3	.512	.63	0	.074	1	.308	1.44	-.7	-.6029	3	1	209	-.763	-1.2473	209	15.481	-2.8758	.0095	.2924	-1.8308	2.4536	-1.9583	1	.3976	28NOV13	70	70	70	5	5	2	16	23
AUS	0360000	AUS0308	1	003600	0000474	1	80	10	10	0	2	1	03	330	320	46	6	46	6	46	6	6	3	6	3	5	3	6	3	0	0	140	180	180	2	2	3	1	1	1	3	2	1	1	2	1	1	3	2	2	2	1	1	3	1	2	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	3	2	2	2	3	2	2	2	2	2	2	3	2	3	3	2	3	2	2	2	5	2	10	20	10	20	5	5	0	5	2	5	15	15	2	2	2	2	2	3	2	3	3	2	1	1	1	2	1	1	2	2	3	2	3	1	1	1	1	2	2	2	1	2	2	2	2	1	2	2	1	2	2	2	2	1	2	1	2	2	1	2	1	2	1	1	2	1	2	1	2	2	1	1	2	2	2	1	1	2	1	2	1	2	2	2	2	2	1	2	2	2	2	1	2	1	2	1	2	2	2	2	4	4	5	5	5	5	5	4	5	4	5	2	5	4	4	2	3	3	5	4	2	2	10	1	1	1	1	1	2	1	1	1	1	2	1	1	1	2	2	2	2	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	3	8	23	1	2	.8948	.7066	.3739	-.0388	3	3	.492	1	.867	.153	1	1.286	-.43	-.26	.8184	3	1	650	-.4622	.7524	86.667	13.265	-.3977	-1.2132	.2924	-.7371	.1524	-1.0394	3.8157	1.5173	28NOV13	47	47	47	5	5	5	30	140
