"STRATUM","SCHOOLID","StIDStd","BIRTHMONTH","BIRTHYEAR","ESCS","PV1MATH","PV2MATH","PV3MATH","PV4MATH","PV5MATH","PV1MATH_LEVEL","PV2MATH_LEVEL","PV3MATH_LEVEL","PV4MATH_LEVEL","PV5MATH_LEVEL","STATE","GEOLOC","GENDER","INDIG","ESCS_Q","ST29Q01","ST29Q03","ST29Q04","ST29Q06","ST29Q02","ST29Q05","ST29Q07","ST29Q08","ST42Q02","ST42Q04","ST42Q06","ST42Q07","ST42Q09","ST37Q01","ST37Q02","ST37Q03","ST37Q04","ST37Q05","ST37Q06","ST37Q07","ST37Q08","ST91Q01","ST91Q02","ST91Q03","ST91Q04","ST91Q05","ST91Q06","ST43Q01","ST43Q02","ST43Q03","ST43Q04","ST43Q05","ST43Q06","ST44Q01","ST44Q03","ST44Q04","ST44Q05","ST44Q07","ST44Q08","ST42Q01","ST42Q03","ST42Q05","ST42Q08","ST42Q10","ST35Q01","ST35Q02","ST35Q03","ST35Q04","ST35Q05","ST35Q06"
"AUS0719",14,259,4,1997,0.93,458.3346,469.2398,469.2398,466.124,443.5348,3,3,3,3,3,"TAS","Urban","Female","Non-indigenous",4,3,2,3,2,2,2,2,2,3,2,3,3,3,3,3,2,2,2,2,3,2,2,2,2,3,2,3,2,2,2,3,2,3,2,2,3,3,1,2,2,3,2,2,2,2,2,3,2,2,2
"AUS0719",14,260,8,1996,0.36,618.64,598.3876,589.0403,634.2187,621.7557,6,5,5,6,6,"TAS","Urban","Female","Non-indigenous",3,3,3,3,3,1,1,1,1,3,2,2,2,2,3,2,2,2,1,2,1,3,1,2,3,3,2,3,1,2,3,3,2,3,3,3,3,3,3,2,2,2,3,3,2,2,2,3,1,1,3
"AUS0719",14,262,2,1997,-0.23,468.305,527.5043,501.7993,462.8525,462.0735,3,4,4,3,3,"TAS","Urban","Male","Non-indigenous",2,3,4,3,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,1,2,2,2,1,2,3,2,2,2,1,2,3,2,2,3,4,1,2,3,3,3,3,2,2,3,4,2,2,3
"AUS0719",14,263,3,1997,0.16,523.298,507.7193,499.9299,513.9508,510.0561,4,4,4,4,4,"TAS","Urban","Male","Non-indigenous",2,3,3,3,3,1,2,2,2,2,3,3,4,3,2,2,3,2,2,1,4,4,1,3,3,1,1,3,2,2,3,1,1,3,1,2,3,2,2,3,2,2,2,3,1,2,2,4,1,2,2
"AUS0719",14,266,9,1996,-0.6,623.6252,650.1091,674.2561,627.5199,685.9402,6,6,7,6,7,"TAS","Urban","Female","Non-indigenous",1,3,2,2,2,1,1,1,1,3,2,1,1,2,1,1,1,2,1,2,1,2,1,1,2,3,1,4,1,1,2,4,1,3,4,3,3,4,4,3,3,2,3,3,3,2,2,4,1,1,3
"AUS0206",15,269,7,1996,0.94,471.5766,502.7341,526.1022,551.0282,537.7863,3,4,4,5,4,"VIC","Urban","Female","Non-indigenous",4,1,2,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,4,4,4,4,3,4,4,4,4,4,1,4,2,2,3,1,1,1
"AUS0206",15,271,10,1996,0.54,512.2371,490.4269,455.3747,468.6166,475.627,4,4,3,3,3,"VIC","Urban","Male","Non-indigenous",3,1,1,1,1,1,1,1,1,3,2,2,1,2,1,1,1,1,1,1,1,1,1,2,3,3,1,3,1,2,3,4,1,3,3,4,3,4,4,4,3,3,3,4,3,2,2,2,1,1,4
"AUS0206",15,274,12,1996,0.54,328.7973,378.6493,396.5649,379.4283,374.7546,1,2,2,2,2,"VIC","Urban","Male","Non-indigenous",3,2,2,2,2,2,2,2,2,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,4,1,2,2,3,3,3,2,2,2,2,2,2,2,2
"AUS0206",15,278,7,1996,0.33,614.4337,644.0333,647.928,615.2126,626.8967,6,6,6,6,6,"VIC","Urban","Male","Non-indigenous",3,1,1,1,1,1,1,1,1,4,2,2,2,2,1,1,1,1,1,1,1,1,2,2,3,3,2,3,2,2,3,3,2,4,3,3,4,3,3,4,4,4,4,4,4,2,2,3,3,3,3
"AUS0206",15,281,2,1997,1.09,531.4769,505.7719,551.7292,508.8877,508.1087,4,4,5,4,4,"VIC","Urban","Female","Non-indigenous",4,3,3,3,3,3,2,3,2,3,2,3,3,3,3,4,4,2,1,3,1,3,1,2,2,2,2,3,1,2,3,3,1,3,1,2,4,3,4,4,2,3,2,3,3,2,2,3,2,3,2
"AUS0206",15,284,6,1996,1.32,669.8162,644.1112,688.5107,647.227,672.9319,7,6,7,6,7,"VIC","Urban","Male","Non-indigenous",4,3,3,1,2,1,2,2,1,2,2,2,2,2,1,2,1,1,1,1,1,1,1,2,4,3,1,4,1,2,3,2,1,4,3,4,4,3,3,3,3,3,4,4,3,3,3,3,2,2,1
"AUS0514",16,290,8,1996,-0.43,590.8319,572.9163,569.8006,578.3689,608.7475,5,5,5,5,6,"SA","Provincial","Female","Non-indigenous",1,4,2,3,2,2,1,2,1,2,2,2,3,3,2,2,2,3,1,3,1,4,1,1,2,2,1,3,2,1,2,1,1,3,2,2,2,2,2,1,1,2,1,3,1,2,2,3,1,2,3
"AUS0514",16,294,3,1997,0.18,300.0545,303.1703,310.9597,307.8439,298.4967,1,1,1,1,1,"SA","Provincial","Female","Non-indigenous",2,3,3,3,2,1,1,2,2,1,4,3,3,4,3,3,3,3,2,3,2,2,1,2,1,1,1,2,2,2,1,3,3,2,2,3,2,1,3,2,1,1,2,2,1,2,3,4,1,1,3
"AUS0514",16,298,1,1997,1.18,581.7962,577.9015,531.1653,545.9651,570.1122,5,5,4,5,5,"SA","Provincial","Female","Non-indigenous",4,3,3,3,2,2,2,2,2,3,2,2,3,3,3,3,2,2,2,3,2,3,2,2,3,2,2,3,2,2,3,2,2,3,3,2,3,3,2,3,2,3,3,3,2,2,2,3,2,2,2
"AUS0514",16,302,7,1996,-1.01,480.8459,531.4769,524.4664,473.0566,486.2985,3,4,4,3,4,"SA","Provincial","Male","Non-indigenous",1,3,3,3,3,1,2,2,2,3,2,2,3,2,3,3,2,2,2,3,2,3,1,2,3,3,1,3,1,2,3,3,1,3,4,3,2,2,2,2,2,2,3,3,2,2,2,3,2,2,3
"AUS0514",16,303,2,1997,0.34,477.1849,484.1954,470.1745,491.2058,504.4477,3,4,3,4,4,"SA","Provincial","Male","Non-indigenous",3,3,4,4,3,2,2,2,2,2,2,3,3,3,3,3,3,2,2,3,2,3,1,1,3,2,2,3,2,2,3,1,2,3,1,2,1,1,2,3,1,2,2,2,2,2,2,3,1,1,2
"AUS0412",17,307,9,1996,1.26,521.3507,473.8355,550.9503,525.2454,529.919,4,3,5,4,4,"QLD","Urban","Female","Non-indigenous",4,4,4,4,3,2,3,3,3,1,3,3,4,3,1,2,1,2,3,2,4,3,2,2,2,1,1,3,2,1,3,1,2,2,2,1,3,2,1,3,2,3,3,3,2,3,3,3,2,3,2
"AUS0412",17,310,8,1996,0,512.0813,515.1971,530.7758,509.7445,486.3764,4,4,4,4,4,"QLD","Urban","Female","Non-indigenous",2,2,2,2,2,2,2,3,3,2,2,3,3,3,1,1,3,1,1,3,1,2,2,1,1,2,2,3,2,1,1,2,1,3,2,2,1,1,3,1,2,3,1,2,2,2,1,2,2,2,4
"AUS0412",17,311,5,1996,0.81,557.1818,534.5926,510.4456,503.4351,557.1818,5,4,4,4,5,"QLD","Urban","Female","Non-indigenous",4,3,3,3,3,2,2,2,3,3,2,3,3,3,2,3,2,2,1,2,1,3,2,2,3,3,2,3,2,2,3,3,2,3,3,3,3,3,2,2,2,3,3,3,2,2,2,3,1,1,2
"AUS0412",17,316,2,1997,0.45,539.9673,536.0726,550.0935,537.6305,529.0622,4,4,5,4,4,"QLD","Urban","Female","Non-indigenous",3,2,2,3,3,3,3,3,3,3,2,2,2,3,1,1,1,2,1,2,2,1,2,2,3,3,2,3,1,2,3,3,2,3,2,1,4,2,2,2,3,3,3,3,2,2,2,3,1,3,2
"AUS0412",17,321,2,1997,1.41,380.8303,426.0087,432.2402,405.7563,411.9878,2,3,3,2,2,"QLD","Urban","Female","Non-indigenous",4,4,3,3,3,3,3,3,3,1,4,4,4,4,2,3,3,3,3,3,3,2,2,2,3,3,2,2,3,2,3,3,3,1,1,2,2,1,3,1,2,1,2,1,1,2,2,3,2,2,2
"AUS0412",17,323,2,1997,0.53,481.4691,444.0801,473.6797,472.1218,456.5431,3,3,3,3,3,"QLD","Urban","Female","Non-indigenous",3,3,3,3,3,2,2,3,2,3,2,2,3,3,1,3,2,2,2,2,3,3,1,1,3,3,2,3,2,2,3,3,2,3,3,2,2,2,2,2,2,3,3,3,2,3,3,3,2,3,3
"AUS0204",18,329,12,1996,-0.04,600.1013,633.5956,667.0899,580.6278,647.6165,5,6,6,5,6,"VIC","Urban","Male","Non-indigenous",2,3,3,3,3,2,2,2,2,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,2,3,2,2,2
"AUS0204",18,330,6,1996,0.53,628.0651,634.2966,576.6552,609.3706,628.0651,6,6,5,6,6,"VIC","Urban","Female","Non-indigenous",3,3,2,2,2,2,2,2,2,4,2,2,2,3,2,1,2,2,1,3,2,3,2,2,2,3,2,4,2,3,3,4,2,3,3,3,2,3,2,2,3,3,3,4,2,3,3,4,2,2,2
"AUS0204",18,331,11,1996,0.77,610.0717,561.7775,574.2405,583.5878,608.5138,6,5,5,5,6,"VIC","Urban","Female","Non-indigenous",3,3,3,3,2,2,2,2,2,3,2,3,3,2,2,2,3,2,2,4,2,2,2,3,3,3,3,3,2,2,3,3,2,3,2,3,3,2,3,2,2,3,2,3,2,2,2,3,2,2,2
"AUS0204",18,333,9,1996,0.79,620.1979,657.5869,585.1457,592.1561,631.8819,6,6,5,5,6,"VIC","Urban","Female","Non-indigenous",3,4,4,4,2,1,1,2,1,4,2,2,2,3,2,1,2,1,1,2,1,3,1,3,4,3,1,4,1,3,4,4,1,3,1,2,3,1,3,3,2,3,3,4,2,3,3,4,1,2,3
"AUS0204",18,339,11,1996,0.83,667.0899,616.4589,636.7113,667.0899,665.532,6,6,6,6,6,"VIC","Urban","Male","Non-indigenous",4,2,2,2,1,1,2,2,2,3,2,2,1,2,2,1,1,1,1,1,1,3,1,1,3,3,1,3,1,1,3,4,2,4,3,4,4,3,4,1,3,3,3,3,3,2,2,3,1,1,1
"AUS0204",18,343,11,1996,1.07,456.8547,489.57,470.8755,487.2332,496.5805,3,4,3,4,4,"VIC","Urban","Male","Non-indigenous",4,3,3,3,3,2,2,2,2,3,2,3,3,3,2,2,3,2,2,3,2,2,2,2,2,3,2,3,2,2,3,3,2,3,2,3,3,2,3,3,3,3,3,3,2,3,3,3,2,2,3
"AUS0205",19,344,11,1996,1.03,509.1214,566.7627,512.2371,546.5104,538.721,4,5,4,5,4,"VIC","Urban","Female","Non-indigenous",4,3,2,3,3,1,2,3,2,3,2,3,3,3,1,1,3,2,1,3,1,4,1,1,3,3,1,4,1,2,3,3,2,4,2,3,3,3,2,4,2,3,3,3,3,2,2,4,2,2,2
"AUS0205",19,353,7,1996,0.53,491.05,529.2179,506.6288,498.0604,508.1866,4,4,4,4,4,"VIC","Urban","Male","Non-indigenous",3,2,2,3,3,2,2,2,2,3,2,2,2,2,2,2,2,3,1,3,1,3,1,1,2,3,1,4,1,1,2,3,1,4,3,4,3,3,3,2,2,3,3,3,2,2,1,1,2,2,3
"AUS0205",19,355,1,1997,0.36,404.4322,374.8325,328.8752,376.3904,361.5906,2,2,1,2,2,"VIC","Urban","Male","Non-indigenous",3,2,3,3,3,2,2,1,2,3,2,2,3,1,1,3,3,2,1,2,1,2,3,3,2,2,2,3,2,2,3,2,2,3,3,3,3,2,1,2,3,3,3,4,3,2,3,3,2,2,3
"AUS0205",19,358,7,1996,0.8,444.7032,397.188,446.2611,451.7137,478.1975,3,2,3,3,3,"VIC","Urban","Female","Non-indigenous",3,2,2,3,2,2,2,3,2,3,2,3,3,3,2,2,3,3,2,3,2,3,2,2,3,3,2,3,2,2,3,3,2,3,3,3,2,3,3,4,3,3,3,3,2,2,2,3,2,2,3
"AUS0205",19,359,7,1996,0.24,486.688,517.8455,473.446,473.446,467.9935,4,4,3,3,3,"VIC","Urban","Female","Indigenous",2,4,4,4,4,4,4,4,4,1,3,3,4,4,1,3,3,2,2,3,4,4,2,2,2,2,2,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2,2,3,3,3,3,3,3
"AUS0205",19,361,8,1996,0.66,575.1753,540.902,538.5652,502.7341,582.9646,5,4,4,4,5,"VIC","Urban","Male","Non-indigenous",3,4,4,4,4,2,2,3,2,1,3,3,4,4,1,3,1,2,2,2,2,3,1,1,2,1,1,2,1,2,2,1,1,2,3,2,3,3,2,4,1,1,2,2,1,1,1,4,1,1,2
"AUS0308",20,367,3,1997,1.03,289.3052,350.8413,316.568,291.642,304.8839,1,1,1,1,1,"NSW","Urban","Male","Non-indigenous",4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"AUS0308",20,373,11,1996,-1.02,363.0706,353.7233,353.7233,335.8078,400.4596,2,1,1,1,2,"NSW","Urban","Female","Non-indigenous",1,3,2,2,2,2,2,2,2,3,1,2,2,2,1,1,4,4,4,4,4,3,1,1,1,3,1,1,1,1,1,1,1,3,2,1,2,2,2,2,3,4,3,3,2,2,2,2,2,2,2
"AUS0308",20,374,5,1996,-0.95,448.1305,493.3089,449.6884,452.0252,469.1619,3,4,3,3,3,"NSW","Urban","Female","Non-indigenous",1,2,3,3,3,2,2,2,2,2,3,3,2,3,2,3,2,2,1,4,2,3,1,1,4,1,1,2,1,2,4,1,2,2,2,2,2,2,2,2,2,2,3,3,1,4,4,4,2,2,3
"AUS0308",20,375,12,1996,0.13,341.0266,406.4574,374.521,362.8369,383.0893,1,2,2,2,2,"NSW","Urban","Male","Non-indigenous",2,4,4,4,4,2,2,3,3,1,3,2,4,4,1,1,1,1,2,3,3,2,1,1,1,1,1,3,1,1,1,1,1,4,3,3,3,2,1,2,1,2,3,3,1,2,2,2,3,2,3
"AUS0308",20,376,7,1996,0.14,525.7127,566.2175,550.6387,559.207,545.9651,4,5,5,5,5,"NSW","Urban","Female","Non-indigenous",2,4,4,4,4,2,2,2,3,1,2,4,4,3,1,2,2,3,2,3,2,3,1,3,3,3,1,3,2,3,3,3,2,3,1,3,2,3,3,2,1,2,2,2,1,2,2,3,2,2,4
"AUS0308",20,377,10,1996,0.1,498.6836,477.6523,501.7993,475.3155,463.6314,4,3,4,3,3,"NSW","Urban","Male","Non-indigenous",2,4,4,4,4,4,4,4,4,1,4,4,4,4,1,1,1,1,2,2,4,4,2,2,1,1,2,1,4,4,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4
"AUS0205",21,379,12,1996,0.11,578.2131,551.7292,577.4342,528.3611,540.0452,5,5,5,4,4,"VIC","Urban","Male","Non-indigenous",2,4,4,4,3,3,3,3,3,3,2,2,4,3,1,1,3,2,2,3,3,1,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,3,2,4,3,3,3,3,2,2,3,4,3,3,3
"AUS0205",21,386,3,1997,1.85,563.5691,579.9268,548.7693,535.5273,588.4951,5,5,5,4,5,"VIC","Urban","Male","Non-indigenous",4,3,3,3,3,2,2,2,2,4,2,3,3,3,1,1,1,1,1,2,1,2,1,1,2,4,1,3,1,1,4,3,1,3,3,4,3,2,3,3,4,3,3,3,3,3,3,3,1,1,2
"AUS0205",21,391,6,1996,-0.3,525.0896,530.5421,579.6152,529.7632,553.1313,4,4,5,4,5,"VIC","Urban","Female","Non-indigenous",2,2,1,1,2,1,2,2,3,3,3,2,3,3,2,2,2,1,1,1,2,3,1,1,1,4,1,4,1,1,1,4,1,2,2,2,2,2,3,2,1,1,2,4,1,2,2,4,2,3,2
"AUS0205",21,392,12,1996,-0.48,484.9743,484.9743,517.6897,520.8054,520.8054,4,4,4,4,4,"VIC","Urban","Female","Non-indigenous",1,4,4,4,3,2,2,2,2,2,3,3,4,4,2,1,2,3,1,3,2,3,1,1,1,2,1,2,1,2,1,2,2,2,2,2,1,2,3,4,1,1,1,2,1,2,2,3,1,1,4
"AUS0617",22,399,6,1996,-0.34,274.4275,340.6372,353.1002,349.9844,402.9522,1,1,1,1,2,"WA","Provincial","Female","Indigenous",2,2,1,2,2,1,2,2,2,3,2,3,2,3,2,2,3,2,2,2,2,2,2,1,3,3,2,4,2,2,3,3,2,3,3,3,3,4,4,3,3,3,3,3,3,2,2,3,2,2,2
"AUS0617",22,403,7,1996,-0.62,536.1505,542.382,556.4029,546.2767,515.1192,4,4,5,5,4,"WA","Provincial","Male","Non-indigenous",1,3,4,3,3,3,3,3,3,3,2,3,2,2,2,2,2,2,2,2,2,2,3,3,2,3,3,1,2,3,2,3,3,2,2,2,2,2,2,4,3,2,3,3,3,3,4,4,2,2,2
"AUS0617",22,407,8,1996,-0.89,321.8648,356.917,353.0223,381.064,334.3278,1,1,1,2,1,"WA","Provincial","Male","Indigenous",1,3,2,2,2,2,2,2,2,2,3,3,3,3,3,2,2,2,2,3,3,2,2,2,2,3,2,3,2,2,2,3,2,2,3,4,2,3,4,2,2,3,2,3,2,2,2,3,2,2,2
"AUS0617",22,419,3,1997,0.77,486.688,498.372,510.0561,488.2458,516.2876,4,4,4,4,4,"WA","Provincial","Male","Non-indigenous",3,3,3,3,3,2,2,2,2,3,2,3,4,2,2,2,2,2,2,2,2,2,1,2,1,2,2,3,2,2,1,2,2,3,3,2,3,2,2,3,2,2,3,2,2,2,3,3,1,1,2
"AUS0617",22,420,9,1996,-0.92,637.4903,552.5861,548.6914,523.7654,526.8811,6,5,5,4,4,"WA","Provincial","Male","Indigenous",1,3,3,3,2,2,2,2,2,3,2,3,3,2,1,1,1,2,1,1,1,2,1,1,3,2,1,4,1,1,3,3,1,4,2,3,3,3,3,2,2,2,3,3,2,2,1,3,1,2,3
"AUS0617",22,421,12,1996,0.69,647.6943,646.1365,606.4107,640.6839,629.7788,6,6,5,6,6,"WA","Provincial","Female","Non-indigenous",3,2,3,3,3,2,2,3,2,3,1,3,2,3,3,2,2,2,2,2,2,3,1,2,1,3,1,3,1,2,1,2,2,3,2,1,3,2,1,3,2,2,2,2,2,2,2,3,2,3,2
"AUS0617",22,424,3,1997,-0.24,535.2937,416.8952,466.7472,441.8212,473.7576,4,2,3,3,3,"WA","Provincial","Female","Non-indigenous",2,4,4,4,3,1,1,2,2,2,2,3,4,3,2,2,2,2,1,3,1,3,2,2,3,3,1,4,2,2,3,3,2,2,3,2,2,2,2,4,1,3,3,3,2,2,2,3,1,1,3
"AUS0514",23,435,2,1997,-0.49,679.0855,687.6538,658.0542,693.1064,682.2013,7,7,6,7,7,"SA","Urban","Female","Non-indigenous",1,2,2,2,2,1,1,1,1,3,1,2,2,2,2,1,1,2,1,1,1,2,1,3,4,3,3,4,1,1,4,3,3,4,1,3,3,2,2,3,2,4,4,4,2,1,2,3,1,2,2
"AUS0514",23,436,2,1997,0.4,670.8288,639.6713,654.4711,624.8715,625.6504,7,6,6,6,6,"SA","Urban","Female","Non-indigenous",3,2,2,2,2,2,3,3,3,3,1,1,2,2,1,2,2,2,1,1,1,2,1,1,3,3,2,3,2,2,3,3,2,3,2,2,2,3,2,3,2,3,3,3,2,2,3,3,2,3,2
"AUS0514",23,437,9,1996,1.03,527.6601,551.0282,489.4921,518.3128,476.2502,4,5,4,4,3,"SA","Urban","Male","Non-indigenous",4,1,2,1,2,1,1,1,1,1,3,3,3,4,1,1,1,1,1,2,1,1,1,1,2,1,1,4,1,1,2,1,1,4,2,2,2,2,3,4,1,1,1,2,1,2,1,3,1,1,1
"AUS0514",23,438,1,1997,1.02,437.9265,442.6001,444.9369,456.621,397.4217,3,3,3,3,2,"SA","Urban","Male","Non-indigenous",4,3,2,2,2,2,2,2,2,3,2,3,2,3,3,3,2,2,1,2,3,3,2,1,3,3,2,3,2,2,3,3,2,3,3,3,4,2,3,3,2,3,3,3,2,2,2,4,2,2,2
"AUS0514",23,442,3,1997,0.28,565.0491,515.976,542.4599,579.8489,519.8707,5,4,4,5,4,"SA","Urban","Female","Non-indigenous",3,3,3,3,3,3,3,3,3,3,2,2,3,3,1,3,4,1,1,3,1,3,2,2,3,3,2,3,2,2,3,3,2,3,1,2,2,2,3,3,3,3,3,3,2,2,2,3,2,2,2
"AUS0823",24,451,9,1996,-0.88,304.8839,314.2312,327.4731,269.8317,336.8204,1,1,1,1,1,"NT","Provincial","Female","Indigenous",1,4,3,3,3,2,3,3,2,2,2,3,4,3,4,4,4,4,2,4,2,4,2,3,2,2,2,3,2,2,3,3,3,2,2,2,2,2,2,1,2,1,2,1,1,2,2,2,2,2,2
"AUS0823",24,454,10,1996,-1.06,341.8056,410.3521,406.4574,357.3843,351.9318,1,2,2,1,1,"NT","Provincial","Male","Non-indigenous",1,4,4,4,3,2,2,2,1,3,2,3,4,2,2,2,1,1,2,2,3,3,2,1,3,3,1,3,2,3,3,2,2,3,2,1,4,4,3,1,3,2,2,3,3,2,2,3,1,1,2
"AUS0823",24,456,10,1996,0.57,327.0058,357.3843,343.3635,362.058,337.132,1,1,1,2,1,"NT","Provincial","Male","Indigenous",3,2,3,2,3,2,2,2,2,3,2,2,3,3,2,2,3,1,1,3,2,2,1,1,2,2,2,4,2,2,3,1,1,4,3,2,4,4,1,3,4,4,4,4,2,2,2,3,1,1,2
"AUS0823",24,457,1,1997,0.9,491.9847,445.2485,484.9743,443.6906,453.8168,4,3,4,3,3,"NT","Provincial","Female","Non-indigenous",4,2,1,2,2,1,2,1,1,3,2,3,3,2,1,1,2,2,2,1,1,2,1,3,3,3,2,3,1,3,3,2,2,3,3,4,4,3,3,3,2,3,1,3,2,1,1,3,1,1,1
"AUS0823",24,459,6,1996,-0.46,380.2851,371.7168,414.5583,400.5375,389.6323,2,2,2,2,2,"NT","Provincial","Female","Indigenous",1,3,4,4,3,2,2,3,2,2,3,3,3,3,2,2,2,2,2,2,2,2,3,2,3,2,2,2,3,3,3,3,3,2,2,4,2,3,3,2,3,2,3,2,2,2,2,3,2,2,3
"AUS0823",24,460,12,1996,1.1,512.7045,566.4512,547.7567,639.6713,529.0622,4,5,5,6,4,"NT","Provincial","Male","Non-indigenous",4,3,3,3,2,2,2,2,2,3,2,3,2,3,2,2,2,2,1,2,1,2,2,2,1,3,2,3,1,3,3,3,1,3,3,4,2,3,3,2,1,2,2,3,2,1,1,3,1,1,1
"AUS0823",24,464,12,1996,0.79,423.2824,480.9238,447.4295,417.0509,509.7445,3,3,3,2,4,"NT","Provincial","Male","Non-indigenous",3,3,2,2,2,1,2,2,2,3,3,2,3,2,1,1,2,1,1,3,2,3,1,1,2,1,1,3,1,1,1,1,1,3,3,3,3,3,3,3,2,2,2,3,2,1,1,3,2,2,2
"AUS0823",24,465,2,1997,-1.31,349.9065,398.9796,402.0953,331.212,391.9692,1,2,2,1,2,"NT","Provincial","Female","Indigenous",1,3,2,2,2,2,2,2,1,3,3,2,2,2,2,2,2,1,3,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,3,2,3,2,2,3,2,2,2,3,2,2,2,2,1,1,1
"AUS0823",24,471,4,1997,0.99,519.0918,535.4494,536.2284,488.7132,497.2815,4,4,4,4,4,"NT","Provincial","Male","Indigenous",4,3,3,3,2,3,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,2,3,3,3,1,3,2,3,3,3,1,3,3,3,3,3,3,3,2,1,2,3,2,3,2,3,1,2,2
"AUS0823",24,472,11,1996,0.88,307.9997,279.179,325.1363,330.5889,316.568,1,1,1,1,1,"NT","Provincial","Female","Indigenous",4,3,3,4,3,2,3,3,2,1,3,4,4,4,2,3,3,3,3,3,3,3,2,2,2,2,2,3,1,1,2,2,2,3,3,3,3,3,3,3,2,1,2,3,4,1,1,1,2,2,3
"AUS0411",25,474,3,1997,-1.19,476.1723,515.1192,491.7511,486.2985,483.1827,3,4,4,4,4,"QLD","Provincial","Male","Non-indigenous",1,3,3,3,3,2,2,2,2,3,3,3,3,3,2,3,3,2,2,2,3,2,2,2,2,3,2,3,2,2,2,2,2,2,3,2,3,2,2,3,2,2,2,3,2,2,2,3,2,2,3
"AUS0411",25,477,11,1996,0.177651063829787,620.9768,592.1561,634.2187,638.1134,592.935,6,5,6,6,5,"QLD","Provincial","Male","Non-indigenous",2,2,1,1,2,2,2,2,3,3,3,3,2,3,1,1,1,1,1,1,1,1,1,1,2,2,2,3,1,1,3,2,1,3,1,2,3,2,3,4,2,3,3,3,1,2,2,3,1,2,2
"AUS0411",25,482,9,1996,-0.32,592.3119,595.4276,618.0168,591.5329,605.5538,5,5,6,5,5,"QLD","Provincial","Male","Non-indigenous",2,3,3,3,3,3,2,2,2,2,3,3,3,3,2,1,2,1,1,2,2,3,2,1,2,2,1,3,2,2,3,3,2,3,3,3,3,3,3,3,2,2,3,3,2,2,2,3,2,2,4
"AUS0618",26,487,12,1996,-1.2,468.7724,503.8246,510.0561,510.0561,474.225,3,4,4,4,3,"WA","Urban","Male","Non-indigenous",1,3,3,3,3,2,2,2,2,3,2,3,3,3,1,1,1,1,1,1,1,1,2,2,3,2,2,3,2,2,3,2,2,2,2,2,4,2,2,2,2,2,3,3,2,3,3,3,4,4,4
"AUS0618",26,490,8,1996,1.69,411.5984,472.3555,468.4608,428.735,478.587,2,3,3,3,3,"WA","Urban","Male","Non-indigenous",4,1,1,1,1,1,1,1,1,3,2,2,3,3,1,1,1,2,2,2,2,3,1,1,4,3,1,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,3,3,1,1,1,2
"AUS0618",26,495,5,1996,-0.01,434.0318,488.5574,446.4948,420.0109,478.4312,3,4,3,3,3,"WA","Urban","Male","Non-indigenous",2,4,4,4,3,3,2,2,2,2,2,2,3,3,2,2,2,2,1,2,1,1,1,1,2,2,2,3,2,2,2,2,2,3,2,2,2,3,2,3,3,3,3,3,3,2,2,3,2,2,3
"AUS0618",26,498,10,1996,0.72,534.0474,528.5948,570.6574,550.405,576.8889,4,4,5,5,5,"WA","Urban","Male","Non-indigenous",3,1,1,2,2,2,2,2,2,3,3,3,3,3,1,1,1,1,1,2,2,2,1,1,2,2,2,3,1,2,2,2,2,2,1,2,2,2,2,2,3,3,3,3,3,2,2,2,2,2,2
"AUS0824",27,502,1,1997,-0.33,421.5688,426.2424,469.8629,417.6741,413.7794,3,3,3,2,2,"NT","Provincial","Female","Non-indigenous",2,4,4,4,4,2,2,2,1,1,3,4,4,4,2,3,3,2,1,2,1,4,1,4,3,3,1,3,2,2,4,3,2,2,2,3,3,1,4,3,1,1,2,2,1,3,2,4,1,1,2
"AUS0824",27,503,2,1997,0.72,496.4247,483.1827,503.4351,483.9617,500.3194,4,4,4,4,4,"NT","Provincial","Male","Non-indigenous",3,4,4,4,4,1,1,1,1,1,4,2,4,4,4,4,4,4,4,4,4,4,4,2,1,1,1,1,4,1,2,1,4,1,1,1,1,1,2,1,1,1,1,1,1,2,2,4,1,1,3
"AUS0824",27,510,11,1996,-0.07,294.6799,258.8487,268.196,279.1011,309.4797,1,1,1,1,1,"NT","Provincial","Male","Indigenous",2,3,3,3,3,3,2,3,3,2,3,3,3,3,2,2,2,2,2,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3
