"STRATUM","SCHOOLID","StIDStd","BIRTHMONTH","BIRTHYEAR","ESCS","PV1MATH","PV2MATH","PV3MATH","PV4MATH","PV5MATH","PV1MATH_LEVEL","PV2MATH_LEVEL","PV3MATH_LEVEL","PV4MATH_LEVEL","PV5MATH_LEVEL","STATE","GEOLOC","GENDER","INDIG","ESCS_Q","ST29Q01","ST29Q03","ST29Q04","ST29Q06","ST29Q02","ST29Q05","ST29Q07","ST29Q08","ST42Q02","ST42Q04","ST42Q06","ST42Q07","ST42Q09","ST37Q01","ST37Q02","ST37Q03","ST37Q04","ST37Q05","ST37Q06","ST37Q07","ST37Q08","ST91Q01","ST91Q02","ST91Q03","ST91Q04","ST91Q05","ST91Q06","ST43Q01","ST43Q02","ST43Q03","ST43Q04","ST43Q05","ST43Q06","ST44Q01","ST44Q03","ST44Q04","ST44Q05","ST44Q07","ST44Q08","ST42Q01","ST42Q03","ST42Q05","ST42Q08","ST42Q10","ST35Q01","ST35Q02","ST35Q03","ST35Q04","ST35Q05","ST35Q06"
"AUS0617",58,1101,11,1996,-0.54,425.5414,404.51,426.3203,423.2045,409.9626,3,2,3,3,2,"WA","Urban","Male","Indigenous",1,2,2,2,1,2,1,1,1,3,2,2,1,2,2,2,3,2,1,2,2,2,2,2,2,2,2,3,1,2,2,3,2,3,2,4,3,2,3,4,2,2,3,3,2,1,1,3,2,2,3
"AUS0617",58,1102,9,1996,-2.66,321.9427,259.6277,343.7529,296.2377,283.7747,1,1,1,1,1,"WA","Urban","Male","Non-indigenous",1,3,3,2,2,2,2,2,2,2,2,4,2,3,2,2,3,3,3,3,3,2,1,1,2,3,2,2,2,2,3,3,2,2,2,3,2,2,3,3,1,2,2,2,2,2,2,2,2,2,2
"AUS0617",58,1103,1,1997,-1.51,333.6267,280.659,367.9,368.6789,356.2159,1,1,2,2,1,"WA","Urban","Female","Indigenous",1,3,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,3,2,3,2,2,2,3,2,3,2,2,2,3,2,3,3,3,4,4,4,2,3,3,3,3,2,2,3,3,2,2,2
"AUS0617",58,1104,1,1997,-0.32,221.4597,286.8905,282.2169,267.417,279.1011,1,1,1,1,1,"WA","Urban","Male","Non-indigenous",2,1,1,1,2,1,1,1,1,1,1,3,2,2,1,2,3,1,2,2,2,2,1,1,1,3,1,1,1,2,3,2,1,2,1,2,3,1,2,4,2,2,2,2,2,1,1,1,1,1,1
"AUS0617",58,1105,12,1996,-1.78,397.6554,339.2351,410.8973,386.7503,403.108,2,1,2,2,2,"WA","Urban","Female","Non-indigenous",1,3,2,2,1,2,1,1,1,2,2,2,3,3,2,3,2,2,2,3,2,3,2,2,2,3,2,3,2,2,2,4,2,3,3,5,4,3,4,3,2,2,2,2,1,2,2,3,1,1,1
"AUS0617",58,1107,1,1997,-0.91,321.0079,335.8078,361.5127,364.6284,333.4709,1,1,2,2,1,"WA","Urban","Female","Non-indigenous",1,2,1,2,2,1,1,1,2,2,2,3,2,4,1,3,3,3,1,3,1,3,1,3,4,2,3,3,1,4,4,3,4,1,2,4,4,2,4,3,1,3,4,2,2,2,1,2,1,2,2
"AUS0617",58,1110,6,1996,-1.06,392.5144,330.9783,410.43,505.4604,464.1767,2,1,2,4,3,"WA","Urban","Female","Non-indigenous",1,1,1,1,1,1,1,1,2,3,2,2,2,2,2,2,2,2,1,2,1,2,2,2,3,3,2,3,2,2,3,3,2,3,2,3,2,2,3,2,2,2,3,2,2,2,2,2,1,2,2
"AUS0720",59,1111,10,1996,0.66,577.5121,588.4172,612.5643,618.7958,565.0491,5,5,6,6,5,"TAS","Urban","Male","Indigenous",3,3,2,3,3,2,2,3,2,3,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,3,2,3,2,2,3,3,2,3,2,2,3,3,2,2,3,3,3,3,3,2,2,3,2,2,2
"AUS0720",59,1113,12,1996,0.76,412.2994,397.4996,385.8155,457.4778,407.6258,2,2,2,3,2,"TAS","Urban","Male","Indigenous",3,3,2,2,3,2,3,2,2,2,2,3,4,4,2,2,2,2,1,3,3,2,1,2,3,3,1,2,1,2,3,4,1,2,1,2,1,1,1,3,3,3,3,2,2,3,3,3,2,2,2
"AUS0720",59,1116,9,1996,0.61,450.4674,504.2141,468.3829,498.7615,438.7833,3,4,3,4,3,"TAS","Urban","Male","Non-indigenous",3,3,3,3,3,2,2,2,2,3,2,2,2,2,1,1,1,1,1,1,1,1,2,2,3,3,2,3,2,2,3,3,2,3,2,2,2,2,2,2,3,3,3,3,3,2,2,3,2,2,2
"AUS0720",59,1117,3,1997,0.56,389.6323,373.2747,363.9274,418.453,389.6323,2,2,2,2,2,"TAS","Urban","Male","Non-indigenous",3,3,3,3,3,3,3,3,3,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,2,2,3,3,3,3,3,2,2,2,2,2,2,2,3,2,3,3
"AUS0720",59,1118,4,1997,0.4,346.7908,352.2433,350.6855,325.7595,344.454,1,1,1,1,1,"TAS","Urban","Female","Non-indigenous",3,3,2,3,3,2,2,3,3,1,3,3,4,4,2,3,3,2,2,3,2,3,2,2,1,3,2,2,2,2,2,3,2,1,2,2,1,2,3,3,2,2,3,2,1,2,3,4,1,2,3
"AUS0720",59,1122,9,1996,-1.51,512.8603,510.5234,496.5026,503.513,513.6392,4,4,4,4,4,"TAS","Urban","Female","Non-indigenous",1,3,2,2,2,1,1,1,2,3,1,2,3,2,1,1,1,1,1,1,2,2,1,1,2,3,1,4,1,1,2,3,1,4,2,3,3,4,3,3,2,3,3,3,3,3,3,3,1,1,3
"AUS0720",59,1124,12,1996,-0.11,525.9464,539.9673,531.399,504.9151,551.6513,4,4,4,4,5,"TAS","Urban","Male","Non-indigenous",2,3,2,3,2,1,1,1,1,3,2,3,2,2,1,2,1,1,1,2,1,2,1,2,2,2,2,3,2,1,1,1,2,2,4,3,2,2,3,3,3,2,3,3,2,2,2,3,2,1,2
"AUS0720",59,1130,5,1996,1.36,603.7623,558.5839,589.7414,670.7509,563.2575,5,5,5,7,5,"TAS","Urban","Male","Non-indigenous",4,3,3,3,2,2,1,2,1,3,2,2,3,3,1,1,1,1,1,1,1,1,2,1,3,1,2,4,2,2,3,2,2,3,4,2,4,3,1,4,3,3,3,4,2,2,2,3,1,1,2
"AUS0720",59,1133,1,1997,-1.28,593.1687,627.442,650.8101,509.0435,537.0852,5,6,6,4,4,"TAS","Urban","Female","Non-indigenous",1,2,4,4,2,4,2,4,2,3,4,3,4,4,1,2,1,1,1,1,1,2,1,2,1,2,2,3,2,3,1,1,2,1,2,2,3,3,1,3,2,2,3,3,3,1,1,3,3,3,2
"AUS0719",60,1136,10,1996,0.26,573.5395,528.3611,540.8241,571.2027,571.9816,5,4,4,5,5,"TAS","Urban","Male","Non-indigenous",3,3,2,3,3,2,2,2,2,3,2,2,2,3,2,1,2,3,1,3,2,3,1,1,2,3,1,3,1,1,2,3,1,4,2,1,2,2,1,4,2,2,3,3,2,2,2,3,1,1,2
"AUS0719",60,1137,4,1997,0.74,501.8772,525.2454,552.5082,525.2454,501.8772,4,4,5,4,4,"TAS","Urban","Male","Non-indigenous",3,3,4,3,3,2,2,2,2,3,2,2,2,3,2,3,2,2,2,3,2,3,2,2,4,3,2,3,2,3,4,2,2,3,2,2,3,2,2,3,2,3,3,3,2,2,2,3,2,2,2
"AUS0719",60,1138,9,1996,0.22,493.231,481.547,491.6732,481.547,469.084,4,3,4,3,3,"TAS","Urban","Female","Non-indigenous",2,3,3,3,3,3,3,3,3,2,3,3,3,3,2,4,4,3,1,4,1,4,2,1,1,1,1,3,4,2,1,3,2,2,2,1,4,1,1,4,2,2,2,1,1,2,2,3,1,1,1
"AUS0719",60,1145,2,1997,0.15,597.6866,554.0661,553.2871,535.3716,540.8241,5,5,5,4,4,"TAS","Urban","Male","Non-indigenous",2,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,4,1,1,2,2,1,4,3,3,3,3,4,1,4,4,3,3,4,1,2,3,1,1,2
"AUS0719",60,1146,7,1996,0.06,287.5136,360.7338,344.3761,351.3865,356.8391,1,2,1,1,1,"TAS","Urban","Female","Non-indigenous",2,3,2,3,3,2,2,3,2,2,3,2,3,3,3,2,2,3,2,3,3,3,2,1,3,3,1,3,1,1,3,3,1,3,3,4,4,2,4,2,2,3,3,2,2,2,2,3,2,3,3
"AUS0719",60,1149,7,1996,-1.45,484.8964,513.7171,514.496,498.9173,485.6753,4,4,4,4,4,"TAS","Urban","Female","Non-indigenous",1,2,2,2,2,3,3,3,2,3,2,2,2,2,2,3,2,2,2,3,2,2,2,1,1,4,2,3,2,2,2,2,2,3,2,2,2,2,2,4,2,3,3,3,3,2,2,3,2,3,2
"AUS0514",61,1155,8,1996,-0.66,433.5644,429.6697,470.9534,490.4269,440.5749,3,3,3,4,3,"SA","Urban","Female","Indigenous",1,3,3,3,3,2,2,2,2,3,3,2,2,3,3,2,2,2,2,3,2,3,3,2,2,3,2,2,2,2,2,3,2,3,4,3,2,2,3,3,2,3,3,3,2,3,2,3,2,2,2
"AUS0514",61,1157,12,1996,-0.47,594.4929,558.6618,574.2405,585.9246,568.788,5,5,5,5,5,"SA","Urban","Female","Non-indigenous",1,3,3,3,3,2,2,2,2,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,3,2,3,2,2,3,3,2,3,2,2,3,2,2,3,3,3,3,3,2,2,2,3,2,2,3
"AUS0514",61,1159,9,1996,0.67,484.8185,505.8498,499.6183,519.0918,505.8498,4,4,4,4,4,"SA","Urban","Male","Non-indigenous",3,4,4,4,3,2,2,2,3,2,3,4,4,3,2,3,2,2,3,2,3,3,1,1,3,3,2,2,2,2,3,3,2,2,2,3,2,2,2,2,2,2,3,3,1,3,3,3,2,2,3
"AUS0514",61,1165,2,1997,0.26,428.5013,446.4169,494.711,420.7119,478.3533,3,3,4,3,3,"SA","Urban","Female","Non-indigenous",3,3,3,3,3,2,2,2,2,1,3,3,4,3,3,2,2,2,2,3,3,3,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,4,2,2,3,2,2,2
"AUS0514",61,1169,1,1997,-0.26,575.0974,576.6552,583.6657,599.2444,603.1391,5,5,5,5,5,"SA","Urban","Female","Non-indigenous",2,3,3,3,3,2,2,2,2,3,2,3,3,3,2,2,2,1,1,3,3,2,2,2,3,2,2,3,2,2,3,2,2,3,3,2,4,2,3,4,1,2,3,3,3,2,2,4,2,2,3
"AUS0514",61,1170,4,1997,0.92,522.9864,496.5026,455.9978,463.7872,467.6819,4,4,3,3,3,"SA","Urban","Female","Non-indigenous",4,4,4,4,3,2,2,2,1,3,2,2,2,3,1,1,2,1,3,3,1,2,2,2,2,1,1,2,1,1,1,2,2,4,1,1,1,1,1,2,1,1,1,2,1,3,3,3,1,1,1
"AUS0514",61,1171,5,1996,0.31,474.5365,527.5043,474.5365,500.2415,437.1475,3,4,3,4,3,"SA","Urban","Female","Non-indigenous",3,4,4,4,3,2,3,4,3,3,2,2,3,3,1,2,1,1,2,1,3,2,1,1,2,3,2,3,2,2,2,3,2,2,3,3,3,2,2,3,3,2,3,3,2,2,2,4,3,3,3
"AUS0617",62,1172,3,1997,0.177651063829787,517.6118,535.5273,500.4752,505.9277,447.5074,4,4,4,4,3,"WA","Urban","Male","Indigenous",2,3,2,2,2,2,3,2,1,3,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,4,3,4,4,3,3,4,3,4,3,3,4,4,4,2,3,3,2,2,3
"AUS0617",62,1175,6,1996,-0.84,536.2284,536.2284,526.1022,531.5548,479.3659,4,4,4,4,3,"WA","Urban","Female","Non-indigenous",1,2,2,2,1,1,2,1,1,3,2,2,1,3,1,1,2,2,1,2,2,2,2,2,1,3,2,3,1,2,1,3,2,3,2,2,1,2,3,3,2,3,3,2,1,2,2,3,1,1,2
"AUS0617",62,1179,6,1996,-0.76,473.446,461.762,489.0248,476.5618,464.8777,3,3,4,3,3,"WA","Urban","Male","Non-indigenous",1,2,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,3,3,3,3,3,2,3,3,3,2,2,2,3,2,1,1
"AUS0617",62,1180,5,1996,-0.29,398.5122,392.2807,348.6602,372.8073,432.7855,2,2,1,2,3,"WA","Urban","Female","Non-indigenous",2,3,3,3,3,3,2,2,2,3,2,2,3,3,3,2,4,3,2,3,1,4,1,2,2,3,2,3,1,2,2,3,1,3,2,4,4,3,3,4,3,2,3,2,3,3,2,4,2,2,3
"AUS0617",62,1182,4,1997,-0.99,358.5527,359.3317,412.2994,374.9104,364.7842,2,2,2,2,2,"WA","Urban","Male","Non-indigenous",1,2,1,2,2,2,2,1,2,2,3,2,1,4,2,3,4,4,3,3,4,2,1,3,2,1,2,2,2,3,1,1,1,2,1,2,3,1,1,2,1,3,2,3,1,1,1,3,1,2,3
"AUS0617",62,1184,7,1996,-0.47,417.0509,372.6515,432.6297,438.0823,371.8726,2,2,3,3,2,"WA","Urban","Female","Non-indigenous",1,4,4,4,4,2,2,4,2,1,4,3,4,4,1,3,4,3,3,3,3,3,2,2,4,4,1,1,1,1,2,4,2,1,3,3,1,1,1,1,2,2,2,1,3,2,3,4,2,3,4
"AUS0617",62,1186,8,1996,0.17,418.453,385.7377,427.0213,374.8325,395.0849,2,2,3,2,2,"WA","Urban","Female","Non-indigenous",2,4,3,3,3,3,3,3,3,2,2,3,4,4,3,2,3,2,3,2,2,3,3,2,2,3,1,2,2,3,2,3,2,2,3,2,3,3,3,3,2,2,2,3,2,2,2,3,2,3,3
"AUS0617",62,1190,8,1996,-0.65,515.8981,442.678,478.5091,460.5936,505.7719,4,3,3,3,4,"WA","Urban","Male","Indigenous",1,2,1,1,2,1,1,1,1,4,1,1,1,2,1,2,1,1,1,2,3,3,1,4,3,3,2,4,1,2,4,4,1,4,4,2,3,2,1,4,3,3,4,4,4,1,2,3,2,2,3
"AUS0618",63,1194,1,1997,0.57,637.1008,640.2165,577.9015,646.448,592.7014,6,6,5,6,5,"WA","Urban","Female","Non-indigenous",3,3,3,4,3,2,2,2,2,3,2,3,3,3,1,1,1,2,1,1,1,1,1,2,2,3,1,3,2,2,1,2,2,3,2,2,4,3,1,4,3,2,3,3,2,2,2,3,2,2,1
"AUS0618",63,1195,1,1997,1.05,520.5717,479.2881,459.0357,457.4778,512.0034,4,3,3,3,4,"WA","Urban","Female","Non-indigenous",4,3,3,3,3,3,3,3,3,3,2,2,2,3,2,3,3,2,2,2,2,3,2,2,2,2,2,3,2,2,2,3,2,3,3,3,3,2,3,3,2,3,3,3,3,2,3,3,2,3,2
"AUS0618",63,1197,11,1996,1.32,473.9913,491.9068,505.1488,526.959,440.497,3,4,4,4,3,"WA","Urban","Male","Non-indigenous",4,3,2,3,2,2,2,1,1,2,3,3,3,3,2,2,3,2,2,2,2,3,1,2,3,3,2,3,2,1,3,4,1,3,2,4,4,2,3,1,2,3,2,3,3,1,2,3,1,1,2
"AUS0618",63,1198,9,1996,1.02,584.2888,596.7518,553.9103,565.5943,550.0156,5,5,5,5,5,"WA","Urban","Female","Non-indigenous",4,3,3,4,3,1,1,2,3,2,2,3,3,2,1,1,1,1,1,2,2,2,2,2,2,3,2,3,1,2,2,3,2,3,2,2,3,2,2,3,1,3,2,3,1,2,3,3,2,3,2
"AUS0618",63,1199,11,1996,0.04,601.5812,593.7919,577.4342,557.1818,589.1182,5,5,5,5,5,"WA","Urban","Female","Non-indigenous",2,3,3,3,3,3,2,3,2,3,2,2,3,2,1,1,2,1,1,3,1,3,1,1,4,3,1,4,1,1,4,4,1,4,1,1,3,2,3,4,3,2,3,3,1,3,4,4,1,3,3
"AUS0618",63,1202,12,1996,1.03,702.7652,678.6182,694.9759,680.176,653.6922,7,7,7,7,6,"WA","Urban","Male","Non-indigenous",4,1,2,2,2,2,2,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,3,2,3,2,2,3,3,2,3,4,3,4,3,3,2,3,3,3,3,3,2,2,3,2,2,2
"AUS0205",64,1212,12,1996,0.66,591.4551,554.0661,561.8554,582.8867,589.8972,5,5,5,5,5,"VIC","Provincial","Male","Non-indigenous",3,2,3,3,2,1,2,2,2,4,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,4,1,1,3,1,1,4,4,3,4,4,2,4,3,3,4,4,3,2,2,3,1,1,3
"AUS0205",64,1215,8,1996,0.48,463.6314,480.768,451.1684,469.084,441.0422,3,3,3,3,3,"VIC","Provincial","Male","Indigenous",3,3,3,3,3,2,2,2,2,3,3,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,3,3,3,3,4,2,2,2,2,2,2
"AUS0205",64,1216,6,1996,-0.59,378.2599,385.2703,380.5967,358.0075,389.9439,2,2,2,2,2,"VIC","Provincial","Female","Non-indigenous",1,3,3,3,3,3,2,3,3,2,3,3,3,3,3,3,3,2,2,3,2,3,2,2,3,3,2,3,2,2,3,3,3,2,2,3,2,2,2,2,2,2,3,3,2,2,3,3,2,3,3
"AUS0205",64,1220,3,1997,-0.49,463.164,421.1014,474.0692,467.8377,507.5635,3,3,3,3,4,"VIC","Provincial","Female","Non-indigenous",1,3,3,3,2,1,1,1,1,3,2,3,4,3,4,3,3,2,1,4,1,3,1,1,3,3,1,3,2,1,3,3,1,3,2,2,3,1,2,2,2,2,2,3,1,2,2,3,1,1,2
"AUS0205",64,1222,8,1996,0.75,461.4504,444.3138,462.2293,425.6193,441.9769,3,3,3,3,3,"VIC","Provincial","Male","Non-indigenous",3,3,3,3,3,2,2,2,2,3,2,3,3,3,3,3,2,2,3,1,4,4,2,2,2,3,3,3,2,2,2,3,3,3,3,2,4,2,4,4,3,2,2,2,2,2,2,3,2,2,3
"AUS0205",64,1227,3,1997,-1.07,457.0883,411.131,393.2155,432.9413,424.373,3,2,2,3,3,"VIC","Provincial","Male","Non-indigenous",1,3,3,3,3,3,3,3,2,2,3,3,1,2,3,2,4,3,3,2,3,3,3,3,3,3,2,2,2,2,2,3,3,3,1,1,2,4,2,2,2,2,2,2,2,2,3,4,3,2,3
"AUS0307",65,1230,12,1996,-1.85,557.5713,561.466,577.0447,543.5504,532.6453,5,5,5,4,4,"NSW","Urban","Male","Non-indigenous",1,3,3,3,3,2,1,1,1,3,3,2,2,3,2,1,2,2,1,2,2,3,3,4,2,1,2,3,2,3,2,1,2,3,4,3,1,4,1,4,3,2,3,3,3,2,2,4,1,2,2
"AUS0307",65,1231,5,1996,-0.41,463.7872,434.9665,444.3138,458.3346,442.7559,3,3,3,3,3,"NSW","Urban","Male","Non-indigenous",2,3,3,3,2,2,2,2,2,1,4,3,4,4,2,2,2,2,3,3,3,2,1,1,2,2,1,3,1,1,3,3,2,3,2,3,3,2,2,4,1,1,1,1,1,3,3,3,1,2,2
"AUS0307",65,1234,10,1996,0.38,520.8054,506.7845,526.258,548.0682,512.2371,4,4,4,5,4,"NSW","Urban","Male","Non-indigenous",3,2,2,2,2,2,1,2,2,3,2,2,3,2,2,2,1,2,1,2,2,2,1,2,3,2,1,3,1,1,3,2,2,3,2,3,2,3,2,3,2,3,3,3,3,2,2,3,1,1,2
"AUS0307",65,1239,11,1996,0.54,505.8498,512.0813,508.1866,546.3546,540.1231,4,4,4,5,4,"NSW","Urban","Female","Non-indigenous",3,3,3,3,3,3,1,3,1,3,2,3,3,3,2,2,2,2,1,2,1,3,1,2,3,2,1,4,2,2,3,2,2,3,3,3,2,3,4,2,3,3,3,3,2,3,3,3,1,3,2
"AUS0307",65,1240,9,1996,-1.03,444.9369,475.3155,446.4948,469.8629,522.0517,3,3,3,3,4,"NSW","Urban","Male","Non-indigenous",1,4,4,4,4,4,3,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,3,1,2,3,1,2,3,2,2,3,3,3,3,2,3,3,3,3,3,3,3,2,3,4,2,2,2
"AUS0307",65,1244,9,1996,-0.9,407.5479,397.4217,387.2955,380.2851,350.6855,2,2,2,2,1,"NSW","Urban","Male","Non-indigenous",1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,3,1,3,1,2,2,3,2,2,3,3,2,2,2,2,3,3,4,4,4,3,3,2,3,3,3,3,2,1,1,2,2,2,2
"AUS0205",66,1247,6,1996,2.36,579.0699,637.4903,640.606,650.7322,621.9115,5,6,6,6,6,"VIC","Urban","Female","Non-indigenous",4,2,1,1,1,1,1,1,2,3,2,2,2,2,1,2,1,1,1,2,1,1,1,1,3,3,1,4,1,1,3,3,1,4,3,4,3,4,4,3,3,3,3,3,2,2,2,3,1,1,2
"AUS0205",66,1252,5,1996,0.44,420.5562,415.8825,420.5562,425.2298,499.2289,3,2,3,3,4,"VIC","Urban","Female","Non-indigenous",3,3,3,3,3,3,2,3,3,2,3,3,3,3,1,2,3,2,2,3,3,3,2,2,3,3,3,2,2,3,3,3,3,2,2,3,3,3,3,3,2,3,3,3,3,2,2,3,2,2,2
"AUS0205",66,1253,10,1996,-1.03,446.1832,486.688,465.6566,491.3616,478.1196,3,4,3,4,3,"VIC","Urban","Female","Non-indigenous",1,3,3,2,2,2,2,2,2,3,2,2,3,3,2,2,2,2,2,2,2,2,1,2,4,4,1,4,2,2,4,4,1,3,2,4,2,3,4,3,2,3,2,3,2,2,2,3,2,2,2
"AUS0205",66,1254,3,1997,1.38,592.935,665.3762,637.3345,687.1865,629.5451,5,6,6,7,6,"VIC","Urban","Female","Non-indigenous",4,2,3,3,3,3,2,2,2,3,2,3,3,2,1,1,1,1,1,1,1,1,1,2,2,3,2,3,1,1,2,3,1,3,3,2,2,2,3,2,2,2,3,3,2,2,3,3,2,3,3
"AUS0205",66,1255,1,1997,-0.62,361.1232,341.6498,406.3016,325.2921,380.5967,2,1,2,1,2,"VIC","Urban","Male","Non-indigenous",1,3,3,3,3,2,2,2,2,3,2,2,3,3,3,2,2,2,2,2,2,2,3,2,3,3,2,3,2,2,3,3,2,3,3,3,3,2,3,2,2,2,3,2,3,2,3,2,2,2,2
"AUS0205",66,1259,4,1997,-0.8,407.7037,413.9352,399.1354,417.0509,388.2303,2,2,2,2,2,"VIC","Urban","Female","Non-indigenous",1,3,3,3,3,2,2,3,2,2,3,4,3,4,3,3,3,2,2,3,3,3,1,1,3,3,2,3,1,2,3,3,2,2,1,2,2,1,2,2,2,3,3,2,1,2,2,3,2,3,3
"AUS0205",66,1262,8,1996,0.56,537.6305,578.1352,583.5878,600.7244,599.1665,4,5,5,5,5,"VIC","Urban","Male","Non-indigenous",3,3,2,2,2,2,2,1,2,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,3,2,4,2,2,3,3,2,3,4,4,4,3,2,3,3,3,3,3,3,2,2,3,2,2,2
"AUS0720",67,1267,6,1996,-0.09,370.081,395.7859,381.7651,385.6598,406.6911,2,2,2,2,2,"TAS","Provincial","Male","Non-indigenous",2,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,2,4,4,4,2,2,1,1,4,1,4,1,1,1,4,1,1,1,4,1,1,4,1,1,1,4,1,4,1,4,1,3,3
"AUS0720",67,1269,9,1996,-0.15,569.8006,564.348,557.3376,607.1896,517.6118,5,5,5,6,4,"TAS","Provincial","Male","Non-indigenous",2,2,2,1,2,2,1,2,1,4,1,2,1,2,1,1,1,2,1,2,1,2,1,2,3,3,1,3,1,1,3,1,1,3,1,2,3,2,2,2,3,2,3,3,3,3,2,3,1,1,2
"AUS0720",67,1274,10,1996,-0.94,442.678,438.7833,438.0044,438.7833,441.899,3,3,3,3,3,"TAS","Provincial","Male","Non-indigenous",1,2,2,2,2,2,1,1,1,3,2,2,2,3,2,2,1,2,1,3,1,3,2,2,3,3,2,3,2,2,3,3,2,3,2,3,2,2,3,4,3,3,3,3,3,2,1,2,1,1,1
"AUS0720",67,1276,4,1997,0.32,428.6571,402.9522,423.2045,428.6571,402.9522,3,2,3,3,2,"TAS","Provincial","Male","Non-indigenous",3,3,3,3,3,2,2,2,2,3,2,3,4,3,1,2,2,1,1,2,2,2,1,1,3,3,1,4,2,2,3,3,2,3,3,4,3,4,3,3,3,3,3,3,3,2,2,3,2,2,3
"AUS0308",68,1279,10,1996,0.88,508.4982,500.7088,500.7088,446.1832,467.9935,4,4,4,3,3,"NSW","Provincial","Male","Non-indigenous",4,3,3,3,3,2,2,2,2,1,3,3,3,3,2,3,3,3,2,3,3,3,2,2,2,1,2,3,2,3,2,2,3,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,2,2,3
"AUS0308",68,1281,6,1996,0.11,413.5457,395.6302,397.188,454.8294,394.0723,2,2,2,3,2,"NSW","Provincial","Female","Non-indigenous",2,3,2,3,2,1,1,1,1,2,2,3,4,4,2,2,3,2,3,3,3,2,1,2,3,3,1,3,1,1,3,3,1,4,3,4,3,3,3,3,2,3,3,3,2,2,2,2,2,1,2
"AUS0308",68,1283,10,1996,0.57,410.8194,374.2094,330.5889,367.1989,403.0301,2,2,1,2,2,"NSW","Provincial","Male","Non-indigenous",3,4,4,4,4,2,2,3,3,3,3,3,3,3,1,2,3,2,2,3,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,3,3,3,3,3,3,3,2,4,3,3,4
"AUS0308",68,1287,8,1996,-1.5,304.2608,368.9126,368.9126,333.0815,360.3443,1,2,2,1,2,"NSW","Provincial","Male","Non-indigenous",1,3,3,3,3,3,3,3,3,2,2,3,2,2,2,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"AUS0308",69,1295,9,1996,-0.2,430.8381,423.8277,442.5222,411.3647,437.8486,3,3,3,2,3,"NSW","Urban","Male","Non-indigenous",2,3,4,3,3,2,2,3,3,2,3,3,3,4,1,2,2,2,3,3,3,3,1,1,3,3,2,3,2,2,3,3,2,3,2,2,2,2,1,2,2,3,3,2,3,2,3,3,2,2,3
"AUS0308",69,1298,3,1997,0.98,527.2706,516.3655,570.1122,517.1444,547.523,4,4,5,4,5,"NSW","Urban","Female","Non-indigenous",4,4,2,3,3,3,2,3,3,3,3,3,3,3,1,3,2,4,2,3,2,4,1,2,1,3,1,3,2,2,1,3,2,3,2,3,3,2,2,3,3,2,3,3,2,3,2,4,1,3,2
"AUS0308",69,1299,6,1996,0,439.6401,438.0823,473.1344,499.6183,452.8821,3,3,3,4,3,"NSW","Urban","Male","Non-indigenous",2,3,4,3,3,2,2,2,2,3,2,2,3,3,3,3,3,1,2,3,2,2,2,2,3,2,2,3,2,2,3,2,2,2,3,2,2,2,2,3,2,3,3,3,2,2,2,4,2,2,2
"AUS0308",69,1305,10,1996,-0.04,387.2955,340.5593,366.2642,397.4217,394.306,2,1,2,2,2,"NSW","Urban","Female","Non-indigenous",2,3,3,3,3,2,2,3,3,2,3,3,3,4,3,3,3,3,2,3,2,3,2,2,2,2,2,2,3,2,2,3,2,2,1,3,4,1,2,2,2,3,3,2,2,2,2,3,2,2,3
"AUS0308",69,1307,8,1996,0.59,502.6562,496.4247,469.9408,514.3402,508.8877,4,4,3,4,4,"NSW","Urban","Male","Non-indigenous",3,3,2,2,3,2,2,2,2,3,1,1,2,2,1,2,1,1,1,1,2,2,1,2,4,2,1,4,1,2,4,2,1,4,3,2,4,2,2,3,3,3,3,4,3,1,1,3,2,2,2
